feature_a_id	feature_b_id	feature_a_name	feature_b_name	feature_b_dataset	ks_distance
75	33	proteomics_76	proteomics_34	random.realistic.proteomics	-0.0296
11	72	proteomics_12	proteomics_73	random.realistic.proteomics	-0.0296
5	128	proteomics_6	metagenomics_29	random.realistic.metagenomics	-0.0296
83	115	proteomics_84	metagenomics_16	random.realistic.metagenomics	-0.0296
92	140	proteomics_93	metagenomics_41	random.realistic.metagenomics	-0.0296
17	128	proteomics_18	metagenomics_29	random.realistic.metagenomics	0.0296
69	65	proteomics_70	proteomics_66	random.realistic.proteomics	0.029533333333333335
36	63	proteomics_37	proteomics_64	random.realistic.proteomics	-0.029533333333333335
97	10	proteomics_98	proteomics_11	random.realistic.proteomics	0.029533333333333335
46	19	proteomics_47	proteomics_20	random.realistic.proteomics	0.02953333333333333
47	3	proteomics_48	proteomics_4	random.realistic.proteomics	0.02946666666666667
86	10	proteomics_87	proteomics_11	random.realistic.proteomics	0.029466666666666665
66	4	proteomics_67	proteomics_5	random.realistic.proteomics	0.029400000000000003
12	44	proteomics_13	proteomics_45	random.realistic.proteomics	0.029400000000000003
41	5	proteomics_42	proteomics_6	random.realistic.proteomics	-0.029400000000000003
13	11	proteomics_14	proteomics_12	random.realistic.proteomics	0.029266666666666667
70	140	proteomics_71	metagenomics_41	random.realistic.metagenomics	-0.029266666666666667
68	45	proteomics_69	proteomics_46	random.realistic.proteomics	-0.029266666666666667
50	3	proteomics_51	proteomics_4	random.realistic.proteomics	0.029266666666666667
52	86	proteomics_53	proteomics_87	random.realistic.proteomics	-0.029266666666666667
1	77	proteomics_2	proteomics_78	random.realistic.proteomics	-0.029266666666666663
33	11	proteomics_34	proteomics_12	random.realistic.proteomics	-0.0292
22	18	proteomics_23	proteomics_19	random.realistic.proteomics	0.029066666666666668
29	72	proteomics_30	proteomics_73	random.realistic.proteomics	0.029066666666666664
6	119	proteomics_7	metagenomics_20	random.realistic.metagenomics	0.028999999999999998
58	52	proteomics_59	proteomics_53	random.realistic.proteomics	-0.028999999999999998
90	147	proteomics_91	metagenomics_48	random.realistic.metagenomics	0.028933333333333332
65	16	proteomics_66	proteomics_17	random.realistic.proteomics	0.028933333333333332
35	145	proteomics_36	metagenomics_46	random.realistic.metagenomics	0.028866666666666665
51	89	proteomics_52	proteomics_90	random.realistic.proteomics	0.0288
69	5	proteomics_70	proteomics_6	random.realistic.proteomics	-0.0288
97	0	proteomics_98	proteomics_1	random.realistic.proteomics	-0.0288
84	25	proteomics_85	proteomics_26	random.realistic.proteomics	-0.028733333333333333
94	37	proteomics_95	proteomics_38	random.realistic.proteomics	-0.028733333333333333
86	109	proteomics_87	metagenomics_10	random.realistic.metagenomics	0.028733333333333333
67	18	proteomics_68	proteomics_19	random.realistic.proteomics	-0.028733333333333333
58	65	proteomics_59	proteomics_66	random.realistic.proteomics	-0.028666666666666667
63	119	proteomics_64	metagenomics_20	random.realistic.metagenomics	-0.028666666666666667
25	69	proteomics_26	proteomics_70	random.realistic.proteomics	-0.0286
66	131	proteomics_67	metagenomics_32	random.realistic.metagenomics	-0.028533333333333334
27	109	proteomics_28	metagenomics_10	random.realistic.metagenomics	-0.028533333333333334
12	40	proteomics_13	proteomics_41	random.realistic.proteomics	-0.028466666666666668
83	145	proteomics_84	metagenomics_46	random.realistic.metagenomics	-0.028466666666666668
76	10	proteomics_77	proteomics_11	random.realistic.proteomics	-0.028466666666666668
21	120	proteomics_22	metagenomics_21	random.realistic.metagenomics	0.0284
69	47	proteomics_70	proteomics_48	random.realistic.proteomics	-0.0284
64	35	proteomics_65	proteomics_36	random.realistic.proteomics	-0.028333333333333335
65	1	proteomics_66	proteomics_2	random.realistic.proteomics	0.02826666666666667
20	19	proteomics_21	proteomics_20	random.realistic.proteomics	0.028266666666666666
9	79	proteomics_10	proteomics_80	random.realistic.proteomics	-0.028200000000000003
85	91	proteomics_86	proteomics_92	random.realistic.proteomics	-0.028133333333333337
13	28	proteomics_14	proteomics_29	random.realistic.proteomics	0.028066666666666667
8	51	proteomics_9	proteomics_52	random.realistic.proteomics	-0.028066666666666667
10	135	proteomics_11	metagenomics_36	random.realistic.metagenomics	-0.028
92	36	proteomics_93	proteomics_37	random.realistic.proteomics	-0.027999999999999997
33	138	proteomics_34	metagenomics_39	random.realistic.metagenomics	-0.027933333333333334
52	90	proteomics_53	proteomics_91	random.realistic.proteomics	-0.02793333333333333
41	11	proteomics_42	proteomics_12	random.realistic.proteomics	-0.027866666666666668
52	49	proteomics_53	proteomics_50	random.realistic.proteomics	0.0278
17	25	proteomics_18	proteomics_26	random.realistic.proteomics	0.0278
20	86	proteomics_21	proteomics_87	random.realistic.proteomics	-0.0278
52	130	proteomics_53	metagenomics_31	random.realistic.metagenomics	-0.027733333333333332
83	134	proteomics_84	metagenomics_35	random.realistic.metagenomics	0.027733333333333332
91	69	proteomics_92	proteomics_70	random.realistic.proteomics	0.027733333333333332
10	105	proteomics_11	metagenomics_6	random.realistic.metagenomics	0.027666666666666666
49	131	proteomics_50	metagenomics_32	random.realistic.metagenomics	0.027666666666666666
37	126	proteomics_38	metagenomics_27	random.realistic.metagenomics	-0.027666666666666666
59	38	proteomics_60	proteomics_39	random.realistic.proteomics	-0.0276
19	52	proteomics_20	proteomics_53	random.realistic.proteomics	-0.0276
96	45	proteomics_97	proteomics_46	random.realistic.proteomics	0.0276
95	88	proteomics_96	proteomics_89	random.realistic.proteomics	0.027533333333333333
71	12	proteomics_72	proteomics_13	random.realistic.proteomics	0.027533333333333333
49	4	proteomics_50	proteomics_5	random.realistic.proteomics	-0.027533333333333333
80	88	proteomics_81	proteomics_89	random.realistic.proteomics	0.027466666666666667
97	113	proteomics_98	metagenomics_14	random.realistic.metagenomics	-0.027466666666666667
14	88	proteomics_15	proteomics_89	random.realistic.proteomics	-0.027466666666666667
0	126	proteomics_1	metagenomics_27	random.realistic.metagenomics	-0.027466666666666667
63	3	proteomics_64	proteomics_4	random.realistic.proteomics	0.027466666666666667
87	11	proteomics_88	proteomics_12	random.realistic.proteomics	0.027466666666666667
74	149	proteomics_75	metagenomics_50	random.realistic.metagenomics	0.0274
65	9	proteomics_66	proteomics_10	random.realistic.proteomics	0.0274
3	40	proteomics_4	proteomics_41	random.realistic.proteomics	-0.0274
10	3	proteomics_11	proteomics_4	random.realistic.proteomics	-0.0274
97	49	proteomics_98	proteomics_50	random.realistic.proteomics	-0.0274
52	61	proteomics_53	proteomics_62	random.realistic.proteomics	-0.0274
17	96	proteomics_18	proteomics_97	random.realistic.proteomics	-0.0274
95	38	proteomics_96	proteomics_39	random.realistic.proteomics	0.0274
96	17	proteomics_97	proteomics_18	random.realistic.proteomics	-0.0274
65	55	proteomics_66	proteomics_56	random.realistic.proteomics	0.027333333333333334
34	81	proteomics_35	proteomics_82	random.realistic.proteomics	0.027333333333333334
79	61	proteomics_80	proteomics_62	random.realistic.proteomics	0.027333333333333334
27	56	proteomics_28	proteomics_57	random.realistic.proteomics	0.027333333333333334
90	25	proteomics_91	proteomics_26	random.realistic.proteomics	-0.027266666666666668
14	12	proteomics_15	proteomics_13	random.realistic.proteomics	-0.027266666666666668
64	128	proteomics_65	metagenomics_29	random.realistic.metagenomics	0.027266666666666668
29	108	proteomics_30	metagenomics_9	random.realistic.metagenomics	-0.027200000000000002
59	96	proteomics_60	proteomics_97	random.realistic.proteomics	0.027200000000000002
29	134	proteomics_30	metagenomics_35	random.realistic.metagenomics	-0.027133333333333336
79	143	proteomics_80	metagenomics_44	random.realistic.metagenomics	-0.027133333333333332
96	134	proteomics_97	metagenomics_35	random.realistic.metagenomics	0.02706666666666667
34	93	proteomics_35	proteomics_94	random.realistic.proteomics	-0.02706666666666667
81	34	proteomics_82	proteomics_35	random.realistic.proteomics	0.027066666666666666
52	147	proteomics_53	metagenomics_48	random.realistic.metagenomics	0.027066666666666666
70	3	proteomics_71	proteomics_4	random.realistic.proteomics	-0.027066666666666666
29	26	proteomics_30	proteomics_27	random.realistic.proteomics	0.027000000000000003
55	47	proteomics_56	proteomics_48	random.realistic.proteomics	0.027000000000000003
48	49	proteomics_49	proteomics_50	random.realistic.proteomics	-0.027
73	87	proteomics_74	proteomics_88	random.realistic.proteomics	0.027
40	10	proteomics_41	proteomics_11	random.realistic.proteomics	-0.027
88	52	proteomics_89	proteomics_53	random.realistic.proteomics	0.027
87	69	proteomics_88	proteomics_70	random.realistic.proteomics	-0.027
97	134	proteomics_98	metagenomics_35	random.realistic.metagenomics	0.026933333333333333
85	124	proteomics_86	metagenomics_25	random.realistic.metagenomics	-0.026933333333333333
80	9	proteomics_81	proteomics_10	random.realistic.proteomics	-0.026933333333333333
56	72	proteomics_57	proteomics_73	random.realistic.proteomics	-0.02693333333333333
38	98	proteomics_39	proteomics_99	random.realistic.proteomics	-0.0268
4	85	proteomics_5	proteomics_86	random.realistic.proteomics	-0.0268
6	113	proteomics_7	metagenomics_14	random.realistic.metagenomics	0.0268
47	16	proteomics_48	proteomics_17	random.realistic.proteomics	-0.026799999999999997
10	97	proteomics_11	proteomics_98	random.realistic.proteomics	0.026733333333333335
70	46	proteomics_71	proteomics_47	random.realistic.proteomics	0.02673333333333333
48	12	proteomics_49	proteomics_13	random.realistic.proteomics	-0.02673333333333333
32	36	proteomics_33	proteomics_37	random.realistic.proteomics	-0.02673333333333333
97	72	proteomics_98	proteomics_73	random.realistic.proteomics	0.026666666666666665
38	114	proteomics_39	metagenomics_15	random.realistic.metagenomics	-0.026533333333333332
47	46	proteomics_48	proteomics_47	random.realistic.proteomics	-0.026533333333333332
30	128	proteomics_31	metagenomics_29	random.realistic.metagenomics	0.026533333333333332
98	62	proteomics_99	proteomics_63	random.realistic.proteomics	-0.026466666666666666
12	71	proteomics_13	proteomics_72	random.realistic.proteomics	0.026466666666666666
68	37	proteomics_69	proteomics_38	random.realistic.proteomics	-0.026466666666666666
32	3	proteomics_33	proteomics_4	random.realistic.proteomics	-0.026466666666666666
12	97	proteomics_13	proteomics_98	random.realistic.proteomics	-0.026466666666666666
79	113	proteomics_80	metagenomics_14	random.realistic.metagenomics	0.026466666666666666
28	124	proteomics_29	metagenomics_25	random.realistic.metagenomics	-0.026466666666666666
5	127	proteomics_6	metagenomics_28	random.realistic.metagenomics	0.0264
51	120	proteomics_52	metagenomics_21	random.realistic.metagenomics	-0.0264
67	15	proteomics_68	proteomics_16	random.realistic.proteomics	0.0264
15	124	proteomics_16	metagenomics_25	random.realistic.metagenomics	-0.0264
89	113	proteomics_90	metagenomics_14	random.realistic.metagenomics	-0.026333333333333334
37	109	proteomics_38	metagenomics_10	random.realistic.metagenomics	-0.026333333333333334
10	43	proteomics_11	proteomics_44	random.realistic.proteomics	-0.026333333333333334
5	10	proteomics_6	proteomics_11	random.realistic.proteomics	-0.026333333333333334
54	113	proteomics_55	metagenomics_14	random.realistic.metagenomics	0.026333333333333334
41	10	proteomics_42	proteomics_11	random.realistic.proteomics	-0.026266666666666667
41	75	proteomics_42	proteomics_76	random.realistic.proteomics	-0.026266666666666667
1	38	proteomics_2	proteomics_39	random.realistic.proteomics	0.0262
84	28	proteomics_85	proteomics_29	random.realistic.proteomics	0.0262
46	70	proteomics_47	proteomics_71	random.realistic.proteomics	0.0262
97	33	proteomics_98	proteomics_34	random.realistic.proteomics	-0.026133333333333335
3	97	proteomics_4	proteomics_98	random.realistic.proteomics	0.026133333333333335
61	148	proteomics_62	metagenomics_49	random.realistic.metagenomics	0.02606666666666667
91	85	proteomics_92	proteomics_86	random.realistic.proteomics	-0.02606666666666667
63	53	proteomics_64	proteomics_54	random.realistic.proteomics	-0.02606666666666667
3	91	proteomics_4	proteomics_92	random.realistic.proteomics	0.02606666666666667
72	46	proteomics_73	proteomics_47	random.realistic.proteomics	0.02606666666666667
67	28	proteomics_68	proteomics_29	random.realistic.proteomics	-0.02606666666666667
1	145	proteomics_2	metagenomics_46	random.realistic.metagenomics	0.02606666666666667
31	135	proteomics_32	metagenomics_36	random.realistic.metagenomics	-0.026000000000000002
38	42	proteomics_39	proteomics_43	random.realistic.proteomics	0.025933333333333336
45	55	proteomics_46	proteomics_56	random.realistic.proteomics	-0.025933333333333336
30	116	proteomics_31	metagenomics_17	random.realistic.metagenomics	0.025933333333333336
34	46	proteomics_35	proteomics_47	random.realistic.proteomics	0.025933333333333333
63	87	proteomics_64	proteomics_88	random.realistic.proteomics	0.025866666666666666
68	5	proteomics_69	proteomics_6	random.realistic.proteomics	0.0258
5	115	proteomics_6	metagenomics_16	random.realistic.metagenomics	-0.0258
12	43	proteomics_13	proteomics_44	random.realistic.proteomics	0.0258
64	130	proteomics_65	metagenomics_31	random.realistic.metagenomics	0.0258
95	56	proteomics_96	proteomics_57	random.realistic.proteomics	0.0258
88	95	proteomics_89	proteomics_96	random.realistic.proteomics	0.0258
21	36	proteomics_22	proteomics_37	random.realistic.proteomics	-0.025733333333333334
53	97	proteomics_54	proteomics_98	random.realistic.proteomics	0.025733333333333334
48	53	proteomics_49	proteomics_54	random.realistic.proteomics	0.025666666666666667
14	30	proteomics_15	proteomics_31	random.realistic.proteomics	-0.025666666666666667
11	10	proteomics_12	proteomics_11	random.realistic.proteomics	-0.025666666666666667
92	122	proteomics_93	metagenomics_23	random.realistic.metagenomics	0.025666666666666667
59	147	proteomics_60	metagenomics_48	random.realistic.metagenomics	-0.025666666666666664
29	147	proteomics_30	metagenomics_48	random.realistic.metagenomics	-0.025599999999999998
90	21	proteomics_91	proteomics_22	random.realistic.proteomics	0.025599999999999998
18	36	proteomics_19	proteomics_37	random.realistic.proteomics	0.02553333333333333
8	90	proteomics_9	proteomics_91	random.realistic.proteomics	-0.02553333333333333
21	53	proteomics_22	proteomics_54	random.realistic.proteomics	0.02553333333333333
7	101	proteomics_8	metagenomics_2	random.realistic.metagenomics	-0.02553333333333333
34	96	proteomics_35	proteomics_97	random.realistic.proteomics	0.02553333333333333
86	45	proteomics_87	proteomics_46	random.realistic.proteomics	-0.02553333333333333
17	3	proteomics_18	proteomics_4	random.realistic.proteomics	0.025466666666666665
52	143	proteomics_53	metagenomics_44	random.realistic.metagenomics	0.025466666666666665
6	140	proteomics_7	metagenomics_41	random.realistic.metagenomics	-0.0254
6	3	proteomics_7	proteomics_4	random.realistic.proteomics	-0.0254
0	100	proteomics_1	metagenomics_1	random.realistic.metagenomics	0.0254
87	34	proteomics_88	proteomics_35	random.realistic.proteomics	0.025266666666666666
86	47	proteomics_87	proteomics_48	random.realistic.proteomics	0.025266666666666666
23	115	proteomics_24	metagenomics_16	random.realistic.metagenomics	-0.025266666666666666
52	21	proteomics_53	proteomics_22	random.realistic.proteomics	-0.025266666666666666
10	86	proteomics_11	proteomics_87	random.realistic.proteomics	0.025266666666666666
40	12	proteomics_41	proteomics_13	random.realistic.proteomics	-0.0252
34	130	proteomics_35	metagenomics_31	random.realistic.metagenomics	-0.0252
86	105	proteomics_87	metagenomics_6	random.realistic.metagenomics	-0.0252
49	88	proteomics_50	proteomics_89	random.realistic.proteomics	-0.025133333333333334
75	41	proteomics_76	proteomics_42	random.realistic.proteomics	-0.025133333333333334
37	92	proteomics_38	proteomics_93	random.realistic.proteomics	-0.025133333333333334
47	28	proteomics_48	proteomics_29	random.realistic.proteomics	-0.025133333333333334
84	146	proteomics_85	metagenomics_47	random.realistic.metagenomics	0.025133333333333334
86	61	proteomics_87	proteomics_62	random.realistic.proteomics	-0.025133333333333334
27	11	proteomics_28	proteomics_12	random.realistic.proteomics	-0.025133333333333334
41	48	proteomics_42	proteomics_49	random.realistic.proteomics	-0.025133333333333334
47	72	proteomics_48	proteomics_73	random.realistic.proteomics	0.025133333333333334
27	48	proteomics_28	proteomics_49	random.realistic.proteomics	-0.025066666666666668
47	19	proteomics_48	proteomics_20	random.realistic.proteomics	0.025066666666666668
47	65	proteomics_48	proteomics_66	random.realistic.proteomics	0.025
25	17	proteomics_26	proteomics_18	random.realistic.proteomics	0.025
55	22	proteomics_56	proteomics_23	random.realistic.proteomics	-0.025
49	120	proteomics_50	metagenomics_21	random.realistic.metagenomics	0.024933333333333335
71	140	proteomics_72	metagenomics_41	random.realistic.metagenomics	-0.024933333333333335
34	30	proteomics_35	proteomics_31	random.realistic.proteomics	-0.024933333333333335
22	85	proteomics_23	proteomics_86	random.realistic.proteomics	-0.02486666666666667
97	88	proteomics_98	proteomics_89	random.realistic.proteomics	-0.02486666666666667
71	29	proteomics_72	proteomics_30	random.realistic.proteomics	-0.024866666666666665
20	145	proteomics_21	metagenomics_46	random.realistic.metagenomics	0.024800000000000003
11	45	proteomics_12	proteomics_46	random.realistic.proteomics	0.024800000000000003
69	14	proteomics_70	proteomics_15	random.realistic.proteomics	0.024733333333333333
83	72	proteomics_84	proteomics_73	random.realistic.proteomics	0.024733333333333333
42	127	proteomics_43	metagenomics_28	random.realistic.metagenomics	-0.024733333333333333
56	26	proteomics_57	proteomics_27	random.realistic.proteomics	-0.024666666666666667
10	140	proteomics_11	metagenomics_41	random.realistic.metagenomics	-0.024666666666666667
75	16	proteomics_76	proteomics_17	random.realistic.proteomics	0.024666666666666667
26	96	proteomics_27	proteomics_97	random.realistic.proteomics	0.024666666666666667
49	89	proteomics_50	proteomics_90	random.realistic.proteomics	-0.0246
89	36	proteomics_90	proteomics_37	random.realistic.proteomics	0.024599999999999997
51	79	proteomics_52	proteomics_80	random.realistic.proteomics	-0.024599999999999997
27	120	proteomics_28	metagenomics_21	random.realistic.metagenomics	-0.024533333333333334
39	44	proteomics_40	proteomics_45	random.realistic.proteomics	-0.024533333333333334
99	116	proteomics_100	metagenomics_17	random.realistic.metagenomics	-0.02453333333333333
69	6	proteomics_70	proteomics_7	random.realistic.proteomics	0.02453333333333333
40	38	proteomics_41	proteomics_39	random.realistic.proteomics	-0.02453333333333333
67	113	proteomics_68	metagenomics_14	random.realistic.metagenomics	0.024466666666666664
97	12	proteomics_98	proteomics_13	random.realistic.proteomics	-0.024466666666666664
93	83	proteomics_94	proteomics_84	random.realistic.proteomics	0.024399999999999998
14	69	proteomics_15	proteomics_70	random.realistic.proteomics	0.024399999999999998
84	138	proteomics_85	metagenomics_39	random.realistic.metagenomics	0.024399999999999998
30	19	proteomics_31	proteomics_20	random.realistic.proteomics	0.024333333333333332
52	8	proteomics_53	proteomics_9	random.realistic.proteomics	-0.024333333333333332
20	56	proteomics_21	proteomics_57	random.realistic.proteomics	0.024333333333333332
53	48	proteomics_54	proteomics_49	random.realistic.proteomics	0.024333333333333332
10	78	proteomics_11	proteomics_79	random.realistic.proteomics	0.024266666666666666
31	48	proteomics_32	proteomics_49	random.realistic.proteomics	0.024266666666666666
19	20	proteomics_20	proteomics_21	random.realistic.proteomics	0.024266666666666666
96	59	proteomics_97	proteomics_60	random.realistic.proteomics	0.024266666666666666
82	93	proteomics_83	proteomics_94	random.realistic.proteomics	0.024266666666666666
65	14	proteomics_66	proteomics_15	random.realistic.proteomics	-0.024266666666666666
53	0	proteomics_54	proteomics_1	random.realistic.proteomics	0.0242
67	85	proteomics_68	proteomics_86	random.realistic.proteomics	0.0242
96	40	proteomics_97	proteomics_41	random.realistic.proteomics	-0.0242
36	32	proteomics_37	proteomics_33	random.realistic.proteomics	-0.0242
89	102	proteomics_90	metagenomics_3	random.realistic.metagenomics	-0.0242
0	13	proteomics_1	proteomics_14	random.realistic.proteomics	-0.0242
2	37	proteomics_3	proteomics_38	random.realistic.proteomics	-0.024133333333333333
8	147	proteomics_9	metagenomics_48	random.realistic.metagenomics	0.024133333333333333
83	128	proteomics_84	metagenomics_29	random.realistic.metagenomics	-0.024066666666666667
30	96	proteomics_31	proteomics_97	random.realistic.proteomics	0.024066666666666667
73	29	proteomics_74	proteomics_30	random.realistic.proteomics	-0.024066666666666667
96	37	proteomics_97	proteomics_38	random.realistic.proteomics	-0.024066666666666667
48	136	proteomics_49	metagenomics_37	random.realistic.metagenomics	0.024066666666666667
6	51	proteomics_7	proteomics_52	random.realistic.proteomics	-0.024066666666666667
30	57	proteomics_31	proteomics_58	random.realistic.proteomics	0.024
84	33	proteomics_85	proteomics_34	random.realistic.proteomics	0.024
92	69	proteomics_93	proteomics_70	random.realistic.proteomics	0.024
83	33	proteomics_84	proteomics_34	random.realistic.proteomics	0.024
2	76	proteomics_3	proteomics_77	random.realistic.proteomics	0.023933333333333334
92	34	proteomics_93	proteomics_35	random.realistic.proteomics	0.023933333333333334
41	43	proteomics_42	proteomics_44	random.realistic.proteomics	0.023933333333333334
50	16	proteomics_51	proteomics_17	random.realistic.proteomics	-0.023933333333333334
65	69	proteomics_66	proteomics_70	random.realistic.proteomics	0.023933333333333334
10	45	proteomics_11	proteomics_46	random.realistic.proteomics	-0.023866666666666668
13	53	proteomics_14	proteomics_54	random.realistic.proteomics	-0.023866666666666668
64	47	proteomics_65	proteomics_48	random.realistic.proteomics	-0.0238
30	129	proteomics_31	metagenomics_30	random.realistic.metagenomics	0.0238
0	10	proteomics_1	proteomics_11	random.realistic.proteomics	-0.0238
27	54	proteomics_28	proteomics_55	random.realistic.proteomics	-0.0238
65	47	proteomics_66	proteomics_48	random.realistic.proteomics	0.0238
63	106	proteomics_64	metagenomics_7	random.realistic.metagenomics	-0.023733333333333335
8	21	proteomics_9	proteomics_22	random.realistic.proteomics	0.023733333333333335
7	93	proteomics_8	proteomics_94	random.realistic.proteomics	0.023733333333333335
93	67	proteomics_94	proteomics_68	random.realistic.proteomics	0.023733333333333335
77	10	proteomics_78	proteomics_11	random.realistic.proteomics	-0.02366666666666667
57	49	proteomics_58	proteomics_50	random.realistic.proteomics	-0.02366666666666667
8	52	proteomics_9	proteomics_53	random.realistic.proteomics	-0.02366666666666667
5	68	proteomics_6	proteomics_69	random.realistic.proteomics	0.023666666666666666
94	12	proteomics_95	proteomics_13	random.realistic.proteomics	0.023666666666666666
31	93	proteomics_32	proteomics_94	random.realistic.proteomics	0.023600000000000003
88	97	proteomics_89	proteomics_98	random.realistic.proteomics	-0.0236
77	82	proteomics_78	proteomics_83	random.realistic.proteomics	0.0236
59	71	proteomics_60	proteomics_72	random.realistic.proteomics	-0.0236
38	9	proteomics_39	proteomics_10	random.realistic.proteomics	0.0236
2	22	proteomics_3	proteomics_23	random.realistic.proteomics	-0.023533333333333333
30	74	proteomics_31	proteomics_75	random.realistic.proteomics	0.023466666666666667
71	37	proteomics_72	proteomics_38	random.realistic.proteomics	-0.023466666666666667
86	55	proteomics_87	proteomics_56	random.realistic.proteomics	-0.023466666666666667
30	23	proteomics_31	proteomics_24	random.realistic.proteomics	0.023466666666666667
85	114	proteomics_86	metagenomics_15	random.realistic.metagenomics	-0.023466666666666663
74	127	proteomics_75	metagenomics_28	random.realistic.metagenomics	-0.023399999999999997
45	10	proteomics_46	proteomics_11	random.realistic.proteomics	-0.023399999999999997
47	86	proteomics_48	proteomics_87	random.realistic.proteomics	0.023399999999999997
75	11	proteomics_76	proteomics_12	random.realistic.proteomics	0.023333333333333334
40	106	proteomics_41	metagenomics_7	random.realistic.metagenomics	-0.023333333333333334
38	59	proteomics_39	proteomics_60	random.realistic.proteomics	-0.023266666666666668
34	36	proteomics_35	proteomics_37	random.realistic.proteomics	0.023266666666666665
48	128	proteomics_49	metagenomics_29	random.realistic.metagenomics	0.023266666666666665
41	93	proteomics_42	proteomics_94	random.realistic.proteomics	-0.0232
40	11	proteomics_41	proteomics_12	random.realistic.proteomics	-0.0232
44	12	proteomics_45	proteomics_13	random.realistic.proteomics	0.0232
31	32	proteomics_32	proteomics_33	random.realistic.proteomics	0.023133333333333332
14	3	proteomics_15	proteomics_4	random.realistic.proteomics	0.023133333333333332
66	28	proteomics_67	proteomics_29	random.realistic.proteomics	0.023133333333333332
92	30	proteomics_93	proteomics_31	random.realistic.proteomics	-0.023133333333333332
11	12	proteomics_12	proteomics_13	random.realistic.proteomics	-0.023066666666666666
30	10	proteomics_31	proteomics_11	random.realistic.proteomics	0.023066666666666666
75	88	proteomics_76	proteomics_89	random.realistic.proteomics	0.023066666666666666
84	3	proteomics_85	proteomics_4	random.realistic.proteomics	0.023066666666666666
41	33	proteomics_42	proteomics_34	random.realistic.proteomics	0.023066666666666666
21	147	proteomics_22	metagenomics_48	random.realistic.metagenomics	-0.023066666666666666
27	126	proteomics_28	metagenomics_27	random.realistic.metagenomics	-0.023066666666666666
72	25	proteomics_73	proteomics_26	random.realistic.proteomics	-0.023066666666666666
3	28	proteomics_4	proteomics_29	random.realistic.proteomics	-0.023066666666666666
8	37	proteomics_9	proteomics_38	random.realistic.proteomics	0.023066666666666666
19	119	proteomics_20	metagenomics_20	random.realistic.metagenomics	-0.023
40	28	proteomics_41	proteomics_29	random.realistic.proteomics	0.023
1	80	proteomics_2	proteomics_81	random.realistic.proteomics	-0.023
5	85	proteomics_6	proteomics_86	random.realistic.proteomics	0.023
76	72	proteomics_77	proteomics_73	random.realistic.proteomics	0.022933333333333333
88	14	proteomics_89	proteomics_15	random.realistic.proteomics	-0.022933333333333333
27	67	proteomics_28	proteomics_68	random.realistic.proteomics	0.022933333333333333
14	23	proteomics_15	proteomics_24	random.realistic.proteomics	-0.022866666666666667
49	8	proteomics_50	proteomics_9	random.realistic.proteomics	0.022866666666666667
64	116	proteomics_65	metagenomics_17	random.realistic.metagenomics	0.0228
68	13	proteomics_69	proteomics_14	random.realistic.proteomics	0.0228
73	106	proteomics_74	metagenomics_7	random.realistic.metagenomics	-0.0228
16	75	proteomics_17	proteomics_76	random.realistic.proteomics	0.0228
90	49	proteomics_91	proteomics_50	random.realistic.proteomics	0.0228
67	25	proteomics_68	proteomics_26	random.realistic.proteomics	0.022733333333333335
86	143	proteomics_87	metagenomics_44	random.realistic.metagenomics	0.022733333333333335
51	111	proteomics_52	metagenomics_12	random.realistic.metagenomics	-0.022733333333333335
84	50	proteomics_85	proteomics_51	random.realistic.proteomics	0.022733333333333335
24	38	proteomics_25	proteomics_39	random.realistic.proteomics	-0.022733333333333335
20	65	proteomics_21	proteomics_66	random.realistic.proteomics	0.022733333333333335
60	37	proteomics_61	proteomics_38	random.realistic.proteomics	-0.022733333333333335
87	73	proteomics_88	proteomics_74	random.realistic.proteomics	0.022733333333333335
46	38	proteomics_47	proteomics_39	random.realistic.proteomics	-0.022733333333333335
71	128	proteomics_72	metagenomics_29	random.realistic.metagenomics	0.022733333333333335
27	72	proteomics_28	proteomics_73	random.realistic.proteomics	-0.022733333333333335
63	127	proteomics_64	metagenomics_28	random.realistic.metagenomics	0.02266666666666667
19	30	proteomics_20	proteomics_31	random.realistic.proteomics	0.02266666666666667
59	108	proteomics_60	metagenomics_9	random.realistic.metagenomics	-0.02266666666666667
12	114	proteomics_13	metagenomics_15	random.realistic.metagenomics	0.02266666666666667
83	3	proteomics_84	proteomics_4	random.realistic.proteomics	0.022600000000000002
88	80	proteomics_89	proteomics_81	random.realistic.proteomics	0.022600000000000002
38	95	proteomics_39	proteomics_96	random.realistic.proteomics	0.022600000000000002
90	10	proteomics_91	proteomics_11	random.realistic.proteomics	0.022600000000000002
14	57	proteomics_15	proteomics_58	random.realistic.proteomics	-0.022533333333333336
97	53	proteomics_98	proteomics_54	random.realistic.proteomics	0.022533333333333336
92	108	proteomics_93	metagenomics_9	random.realistic.metagenomics	-0.022533333333333336
47	122	proteomics_48	metagenomics_23	random.realistic.metagenomics	0.022533333333333332
28	67	proteomics_29	proteomics_68	random.realistic.proteomics	-0.022533333333333332
24	99	proteomics_25	proteomics_100	random.realistic.proteomics	0.022533333333333332
47	69	proteomics_48	proteomics_70	random.realistic.proteomics	-0.022466666666666666
50	102	proteomics_51	metagenomics_3	random.realistic.metagenomics	0.022466666666666666
49	55	proteomics_50	proteomics_56	random.realistic.proteomics	-0.022466666666666666
89	93	proteomics_90	proteomics_94	random.realistic.proteomics	0.022466666666666666
