feature_a_id	feature_b_id	feature_a_name	feature_b_name	feature_b_dataset	ks_distance
14	83	proteomics_15	proteomics_84	random.realistic.proteomics	0.045399999999999996
90	134	proteomics_91	metagenomics_35	random.realistic.metagenomics	-0.04526666666666666
34	64	proteomics_35	proteomics_65	random.realistic.proteomics	0.04513333333333333
51	69	proteomics_52	proteomics_70	random.realistic.proteomics	-0.04513333333333333
4	49	proteomics_5	proteomics_50	random.realistic.proteomics	-0.04513333333333333
54	130	proteomics_55	metagenomics_31	random.realistic.metagenomics	-0.045066666666666665
36	96	proteomics_37	proteomics_97	random.realistic.proteomics	-0.045
90	5	proteomics_91	proteomics_6	random.realistic.proteomics	0.04493333333333333
18	22	proteomics_19	proteomics_23	random.realistic.proteomics	0.04493333333333333
43	10	proteomics_44	proteomics_11	random.realistic.proteomics	-0.044800000000000006
83	127	proteomics_84	metagenomics_28	random.realistic.metagenomics	-0.0448
34	101	proteomics_35	metagenomics_2	random.realistic.metagenomics	-0.04466666666666667
8	120	proteomics_9	metagenomics_21	random.realistic.metagenomics	-0.04466666666666667
55	145	proteomics_56	metagenomics_46	random.realistic.metagenomics	-0.044399999999999995
43	28	proteomics_44	proteomics_29	random.realistic.proteomics	-0.044
0	68	proteomics_1	proteomics_69	random.realistic.proteomics	0.044
46	95	proteomics_47	proteomics_96	random.realistic.proteomics	0.04393333333333334
92	141	proteomics_93	metagenomics_42	random.realistic.metagenomics	-0.04393333333333334
66	106	proteomics_67	metagenomics_7	random.realistic.metagenomics	0.04393333333333333
60	29	proteomics_61	proteomics_30	random.realistic.proteomics	0.043800000000000006
7	145	proteomics_8	metagenomics_46	random.realistic.metagenomics	-0.0438
22	114	proteomics_23	metagenomics_15	random.realistic.metagenomics	-0.0438
5	0	proteomics_6	proteomics_1	random.realistic.proteomics	-0.0436
22	124	proteomics_23	metagenomics_25	random.realistic.metagenomics	-0.0436
17	46	proteomics_18	proteomics_47	random.realistic.proteomics	0.0436
83	14	proteomics_84	proteomics_15	random.realistic.proteomics	0.04346666666666667
97	94	proteomics_98	proteomics_95	random.realistic.proteomics	-0.0434
89	49	proteomics_90	proteomics_50	random.realistic.proteomics	-0.043333333333333335
40	3	proteomics_41	proteomics_4	random.realistic.proteomics	-0.043333333333333335
30	46	proteomics_31	proteomics_47	random.realistic.proteomics	0.043333333333333335
2	86	proteomics_3	proteomics_87	random.realistic.proteomics	-0.04326666666666667
13	87	proteomics_14	proteomics_88	random.realistic.proteomics	-0.04326666666666667
39	70	proteomics_40	proteomics_71	random.realistic.proteomics	0.04326666666666666
1	9	proteomics_2	proteomics_10	random.realistic.proteomics	-0.04326666666666666
1	101	proteomics_2	metagenomics_2	random.realistic.metagenomics	-0.0432
56	14	proteomics_57	proteomics_15	random.realistic.proteomics	0.0432
99	100	proteomics_100	metagenomics_1	random.realistic.metagenomics	-0.04313333333333333
26	47	proteomics_27	proteomics_48	random.realistic.proteomics	-0.043
92	6	proteomics_93	proteomics_7	random.realistic.proteomics	-0.043
69	51	proteomics_70	proteomics_52	random.realistic.proteomics	-0.042800000000000005
50	116	proteomics_51	metagenomics_17	random.realistic.metagenomics	0.042800000000000005
80	136	proteomics_81	metagenomics_37	random.realistic.metagenomics	0.04273333333333333
69	115	proteomics_70	metagenomics_16	random.realistic.metagenomics	0.04273333333333333
30	75	proteomics_31	proteomics_76	random.realistic.proteomics	0.04273333333333333
65	132	proteomics_66	metagenomics_33	random.realistic.metagenomics	-0.04273333333333333
48	46	proteomics_49	proteomics_47	random.realistic.proteomics	0.0426
79	52	proteomics_80	proteomics_53	random.realistic.proteomics	-0.0426
22	84	proteomics_23	proteomics_85	random.realistic.proteomics	-0.04253333333333333
38	96	proteomics_39	proteomics_97	random.realistic.proteomics	0.042466666666666666
85	84	proteomics_86	proteomics_85	random.realistic.proteomics	-0.042466666666666666
30	104	proteomics_31	metagenomics_5	random.realistic.metagenomics	-0.042466666666666666
47	59	proteomics_48	proteomics_60	random.realistic.proteomics	-0.0424
30	73	proteomics_31	proteomics_74	random.realistic.proteomics	0.0424
99	140	proteomics_100	metagenomics_41	random.realistic.metagenomics	-0.042333333333333334
95	122	proteomics_96	metagenomics_23	random.realistic.metagenomics	-0.042333333333333334
84	124	proteomics_85	metagenomics_25	random.realistic.metagenomics	-0.04226666666666667
63	81	proteomics_64	proteomics_82	random.realistic.proteomics	0.0422
34	107	proteomics_35	metagenomics_8	random.realistic.metagenomics	-0.0422
66	126	proteomics_67	metagenomics_27	random.realistic.metagenomics	-0.04206666666666667
84	80	proteomics_85	proteomics_81	random.realistic.proteomics	0.042
11	76	proteomics_12	proteomics_77	random.realistic.proteomics	-0.041933333333333336
97	48	proteomics_98	proteomics_49	random.realistic.proteomics	-0.04186666666666667
68	135	proteomics_69	metagenomics_36	random.realistic.metagenomics	-0.04186666666666667
4	47	proteomics_5	proteomics_48	random.realistic.proteomics	0.04186666666666666
89	116	proteomics_90	metagenomics_17	random.realistic.metagenomics	0.0418
87	68	proteomics_88	proteomics_69	random.realistic.proteomics	-0.04173333333333333
82	77	proteomics_83	proteomics_78	random.realistic.proteomics	0.04173333333333333
87	106	proteomics_88	metagenomics_7	random.realistic.metagenomics	0.0416
61	86	proteomics_62	proteomics_87	random.realistic.proteomics	-0.04153333333333333
11	44	proteomics_12	proteomics_45	random.realistic.proteomics	-0.041466666666666666
14	36	proteomics_15	proteomics_37	random.realistic.proteomics	0.041466666666666666
25	45	proteomics_26	proteomics_46	random.realistic.proteomics	0.0414
41	68	proteomics_42	proteomics_69	random.realistic.proteomics	0.04126666666666667
43	106	proteomics_44	metagenomics_7	random.realistic.metagenomics	0.04126666666666667
83	12	proteomics_84	proteomics_13	random.realistic.proteomics	0.04126666666666667
91	37	proteomics_92	proteomics_38	random.realistic.proteomics	0.04126666666666667
47	123	proteomics_48	metagenomics_24	random.realistic.metagenomics	0.0412
31	134	proteomics_32	metagenomics_35	random.realistic.metagenomics	-0.0412
40	65	proteomics_41	proteomics_66	random.realistic.proteomics	0.041133333333333334
73	134	proteomics_74	metagenomics_35	random.realistic.metagenomics	0.04106666666666667
83	90	proteomics_84	proteomics_91	random.realistic.proteomics	0.040999999999999995
80	133	proteomics_81	metagenomics_34	random.realistic.metagenomics	-0.040933333333333335
39	101	proteomics_40	metagenomics_2	random.realistic.metagenomics	-0.04086666666666667
51	113	proteomics_52	metagenomics_14	random.realistic.metagenomics	0.0408
40	48	proteomics_41	proteomics_49	random.realistic.proteomics	-0.0408
26	122	proteomics_27	metagenomics_23	random.realistic.metagenomics	0.04073333333333333
25	16	proteomics_26	proteomics_17	random.realistic.proteomics	-0.04053333333333334
91	3	proteomics_92	proteomics_4	random.realistic.proteomics	0.04053333333333334
87	2	proteomics_88	proteomics_3	random.realistic.proteomics	0.040466666666666665
95	47	proteomics_96	proteomics_48	random.realistic.proteomics	0.040466666666666665
14	25	proteomics_15	proteomics_26	random.realistic.proteomics	0.0404
96	48	proteomics_97	proteomics_49	random.realistic.proteomics	-0.0404
16	134	proteomics_17	metagenomics_35	random.realistic.metagenomics	0.0404
77	56	proteomics_78	proteomics_57	random.realistic.proteomics	0.04033333333333333
46	26	proteomics_47	proteomics_27	random.realistic.proteomics	-0.04026666666666667
43	78	proteomics_44	proteomics_79	random.realistic.proteomics	-0.04026666666666667
68	2	proteomics_69	proteomics_3	random.realistic.proteomics	0.04013333333333333
9	20	proteomics_10	proteomics_21	random.realistic.proteomics	0.039999999999999994
67	124	proteomics_68	metagenomics_25	random.realistic.metagenomics	0.03986666666666667
31	112	proteomics_32	metagenomics_13	random.realistic.metagenomics	0.03986666666666667
71	105	proteomics_72	metagenomics_6	random.realistic.metagenomics	0.03986666666666667
98	38	proteomics_99	proteomics_39	random.realistic.proteomics	-0.0398
19	148	proteomics_20	metagenomics_49	random.realistic.metagenomics	0.0398
35	65	proteomics_36	proteomics_66	random.realistic.proteomics	0.0398
64	50	proteomics_65	proteomics_51	random.realistic.proteomics	-0.03973333333333333
62	51	proteomics_63	proteomics_52	random.realistic.proteomics	-0.039599999999999996
37	94	proteomics_38	proteomics_95	random.realistic.proteomics	-0.039599999999999996
89	51	proteomics_90	proteomics_52	random.realistic.proteomics	0.03953333333333334
48	97	proteomics_49	proteomics_98	random.realistic.proteomics	-0.039466666666666664
69	16	proteomics_70	proteomics_17	random.realistic.proteomics	-0.03933333333333333
53	119	proteomics_54	metagenomics_20	random.realistic.metagenomics	0.03933333333333333
35	50	proteomics_36	proteomics_51	random.realistic.proteomics	-0.03926666666666667
19	50	proteomics_20	proteomics_51	random.realistic.proteomics	0.039266666666666665
37	124	proteomics_38	metagenomics_25	random.realistic.metagenomics	-0.0392
63	21	proteomics_64	proteomics_22	random.realistic.proteomics	-0.0392
29	60	proteomics_30	proteomics_61	random.realistic.proteomics	0.0392
64	138	proteomics_65	metagenomics_39	random.realistic.metagenomics	-0.03913333333333334
16	69	proteomics_17	proteomics_70	random.realistic.proteomics	-0.03913333333333333
78	43	proteomics_79	proteomics_44	random.realistic.proteomics	-0.039066666666666666
0	94	proteomics_1	proteomics_95	random.realistic.proteomics	-0.039066666666666666
52	89	proteomics_53	proteomics_90	random.realistic.proteomics	0.039066666666666666
25	135	proteomics_26	metagenomics_36	random.realistic.metagenomics	0.039
18	67	proteomics_19	proteomics_68	random.realistic.proteomics	-0.038933333333333334
97	47	proteomics_98	proteomics_48	random.realistic.proteomics	-0.038933333333333334
14	11	proteomics_15	proteomics_12	random.realistic.proteomics	-0.038933333333333334
40	58	proteomics_41	proteomics_59	random.realistic.proteomics	0.03873333333333333
98	80	proteomics_99	proteomics_81	random.realistic.proteomics	0.03866666666666667
40	105	proteomics_41	metagenomics_6	random.realistic.metagenomics	-0.03866666666666667
5	90	proteomics_6	proteomics_91	random.realistic.proteomics	0.038533333333333336
99	126	proteomics_100	metagenomics_27	random.realistic.metagenomics	0.03846666666666666
25	47	proteomics_26	proteomics_48	random.realistic.proteomics	-0.038400000000000004
49	119	proteomics_50	metagenomics_20	random.realistic.metagenomics	-0.038400000000000004
1	65	proteomics_2	proteomics_66	random.realistic.proteomics	0.038400000000000004
47	97	proteomics_48	proteomics_98	random.realistic.proteomics	-0.038400000000000004
75	56	proteomics_76	proteomics_57	random.realistic.proteomics	-0.0384
46	47	proteomics_47	proteomics_48	random.realistic.proteomics	-0.0384
45	131	proteomics_46	metagenomics_32	random.realistic.metagenomics	0.03833333333333333
13	10	proteomics_14	proteomics_11	random.realistic.proteomics	0.03833333333333333
45	4	proteomics_46	proteomics_5	random.realistic.proteomics	-0.03826666666666667
65	25	proteomics_66	proteomics_26	random.realistic.proteomics	0.0382
49	21	proteomics_50	proteomics_22	random.realistic.proteomics	-0.03813333333333333
19	138	proteomics_20	metagenomics_39	random.realistic.metagenomics	0.03813333333333333
88	21	proteomics_89	proteomics_22	random.realistic.proteomics	0.038066666666666665
70	39	proteomics_71	proteomics_40	random.realistic.proteomics	0.038066666666666665
92	104	proteomics_93	metagenomics_5	random.realistic.metagenomics	-0.038000000000000006
96	107	proteomics_97	metagenomics_8	random.realistic.metagenomics	0.038000000000000006
76	43	proteomics_77	proteomics_44	random.realistic.proteomics	0.038000000000000006
52	120	proteomics_53	metagenomics_21	random.realistic.metagenomics	-0.038
74	122	proteomics_75	metagenomics_23	random.realistic.metagenomics	0.03793333333333333
35	138	proteomics_36	metagenomics_39	random.realistic.metagenomics	-0.037866666666666667
42	38	proteomics_43	proteomics_39	random.realistic.proteomics	0.037866666666666667
66	41	proteomics_67	proteomics_42	random.realistic.proteomics	0.0378
2	68	proteomics_3	proteomics_69	random.realistic.proteomics	0.0378
45	22	proteomics_46	proteomics_23	random.realistic.proteomics	-0.037733333333333334
4	66	proteomics_5	proteomics_67	random.realistic.proteomics	0.037733333333333334
26	38	proteomics_27	proteomics_39	random.realistic.proteomics	-0.03766666666666667
14	123	proteomics_15	metagenomics_24	random.realistic.metagenomics	-0.0376
67	38	proteomics_68	proteomics_39	random.realistic.proteomics	0.0376
9	80	proteomics_10	proteomics_81	random.realistic.proteomics	-0.0376
80	84	proteomics_81	proteomics_85	random.realistic.proteomics	0.0376
58	139	proteomics_59	metagenomics_40	random.realistic.metagenomics	-0.037533333333333335
63	36	proteomics_64	proteomics_37	random.realistic.proteomics	-0.03746666666666667
36	14	proteomics_37	proteomics_15	random.realistic.proteomics	0.0374
58	40	proteomics_59	proteomics_41	random.realistic.proteomics	0.03733333333333333
16	47	proteomics_17	proteomics_48	random.realistic.proteomics	-0.03713333333333334
5	111	proteomics_6	metagenomics_12	random.realistic.metagenomics	0.037066666666666664
1	35	proteomics_2	proteomics_36	random.realistic.proteomics	-0.037000000000000005
95	8	proteomics_96	proteomics_9	random.realistic.proteomics	0.037000000000000005
47	25	proteomics_48	proteomics_26	random.realistic.proteomics	-0.037
29	135	proteomics_30	metagenomics_36	random.realistic.metagenomics	-0.03693333333333333
85	65	proteomics_86	proteomics_66	random.realistic.proteomics	-0.03693333333333333
13	62	proteomics_14	proteomics_63	random.realistic.proteomics	-0.03686666666666667
40	130	proteomics_41	metagenomics_31	random.realistic.metagenomics	-0.036866666666666666
69	25	proteomics_70	proteomics_26	random.realistic.proteomics	-0.0368
75	3	proteomics_76	proteomics_4	random.realistic.proteomics	-0.0368
50	19	proteomics_51	proteomics_20	random.realistic.proteomics	0.0368
92	101	proteomics_93	metagenomics_2	random.realistic.metagenomics	0.03673333333333333
14	47	proteomics_15	proteomics_48	random.realistic.proteomics	0.03673333333333333
12	11	proteomics_13	proteomics_12	random.realistic.proteomics	-0.03666666666666667
33	63	proteomics_34	proteomics_64	random.realistic.proteomics	0.03666666666666667
73	81	proteomics_74	proteomics_82	random.realistic.proteomics	0.03666666666666667
96	70	proteomics_97	proteomics_71	random.realistic.proteomics	0.0366
10	24	proteomics_11	proteomics_25	random.realistic.proteomics	0.0366
75	0	proteomics_76	proteomics_1	random.realistic.proteomics	-0.036533333333333334
34	69	proteomics_35	proteomics_70	random.realistic.proteomics	-0.03646666666666667
93	32	proteomics_94	proteomics_33	random.realistic.proteomics	0.03646666666666667
71	26	proteomics_72	proteomics_27	random.realistic.proteomics	0.03646666666666667
22	45	proteomics_23	proteomics_46	random.realistic.proteomics	-0.03646666666666666
70	11	proteomics_71	proteomics_12	random.realistic.proteomics	0.0364
87	63	proteomics_88	proteomics_64	random.realistic.proteomics	0.036333333333333336
47	133	proteomics_48	metagenomics_34	random.realistic.metagenomics	0.0362
90	115	proteomics_91	metagenomics_16	random.realistic.metagenomics	0.0362
83	93	proteomics_84	proteomics_94	random.realistic.proteomics	0.03613333333333334
80	111	proteomics_81	metagenomics_12	random.realistic.metagenomics	0.036066666666666664
34	92	proteomics_35	proteomics_93	random.realistic.proteomics	0.036000000000000004
45	135	proteomics_46	metagenomics_36	random.realistic.metagenomics	-0.036000000000000004
96	64	proteomics_97	proteomics_65	random.realistic.proteomics	-0.035866666666666665
18	84	proteomics_19	proteomics_85	random.realistic.proteomics	0.0358
50	84	proteomics_51	proteomics_85	random.realistic.proteomics	0.0358
47	95	proteomics_48	proteomics_96	random.realistic.proteomics	0.0358
63	49	proteomics_64	proteomics_50	random.realistic.proteomics	-0.0358
4	132	proteomics_5	metagenomics_33	random.realistic.metagenomics	-0.03573333333333333
29	3	proteomics_30	proteomics_4	random.realistic.proteomics	0.0356
2	11	proteomics_3	proteomics_12	random.realistic.proteomics	0.0356
54	139	proteomics_55	metagenomics_40	random.realistic.metagenomics	-0.03553333333333333
86	4	proteomics_87	proteomics_5	random.realistic.proteomics	-0.03546666666666667
9	100	proteomics_10	metagenomics_1	random.realistic.metagenomics	-0.03546666666666666
50	64	proteomics_51	proteomics_65	random.realistic.proteomics	-0.0354
58	21	proteomics_59	proteomics_22	random.realistic.proteomics	-0.0354
89	62	proteomics_90	proteomics_63	random.realistic.proteomics	-0.035333333333333335
68	136	proteomics_69	metagenomics_37	random.realistic.metagenomics	-0.035333333333333335
55	27	proteomics_56	proteomics_28	random.realistic.proteomics	-0.03526666666666667
6	122	proteomics_7	metagenomics_23	random.realistic.metagenomics	0.0352
95	46	proteomics_96	proteomics_47	random.realistic.proteomics	0.0352
18	114	proteomics_19	metagenomics_15	random.realistic.metagenomics	0.035133333333333336
70	96	proteomics_71	proteomics_97	random.realistic.proteomics	0.035133333333333336
13	25	proteomics_14	proteomics_26	random.realistic.proteomics	0.035133333333333336
80	140	proteomics_81	metagenomics_41	random.realistic.metagenomics	0.035133333333333336
26	46	proteomics_27	proteomics_47	random.realistic.proteomics	-0.035133333333333336
65	40	proteomics_66	proteomics_41	random.realistic.proteomics	0.035133333333333336
46	30	proteomics_47	proteomics_31	random.realistic.proteomics	0.03506666666666667
45	11	proteomics_46	proteomics_12	random.realistic.proteomics	0.03506666666666666
67	93	proteomics_68	proteomics_94	random.realistic.proteomics	0.035
86	131	proteomics_87	metagenomics_32	random.realistic.metagenomics	0.03493333333333333
90	128	proteomics_91	metagenomics_29	random.realistic.metagenomics	0.03493333333333333
48	40	proteomics_49	proteomics_41	random.realistic.proteomics	-0.03493333333333333
6	69	proteomics_7	proteomics_70	random.realistic.proteomics	0.03486666666666667
45	25	proteomics_46	proteomics_26	random.realistic.proteomics	0.03486666666666667
21	119	proteomics_22	metagenomics_20	random.realistic.metagenomics	-0.03486666666666667
57	135	proteomics_58	metagenomics_36	random.realistic.metagenomics	0.0348
15	67	proteomics_16	proteomics_68	random.realistic.proteomics	0.0348
10	66	proteomics_11	proteomics_67	random.realistic.proteomics	-0.0348
10	136	proteomics_11	metagenomics_37	random.realistic.metagenomics	-0.03473333333333334
74	30	proteomics_75	proteomics_31	random.realistic.proteomics	0.03473333333333334
97	17	proteomics_98	proteomics_18	random.realistic.proteomics	-0.03473333333333333
43	124	proteomics_44	metagenomics_25	random.realistic.metagenomics	-0.03473333333333333
17	97	proteomics_18	proteomics_98	random.realistic.proteomics	-0.034666666666666665
77	72	proteomics_78	proteomics_73	random.realistic.proteomics	0.0346
5	41	proteomics_6	proteomics_42	random.realistic.proteomics	-0.03453333333333333
38	67	proteomics_39	proteomics_68	random.realistic.proteomics	0.03453333333333333
49	63	proteomics_50	proteomics_64	random.realistic.proteomics	-0.03453333333333333
65	35	proteomics_66	proteomics_36	random.realistic.proteomics	0.034466666666666666
85	22	proteomics_86	proteomics_23	random.realistic.proteomics	-0.034466666666666666
6	34	proteomics_7	proteomics_35	random.realistic.proteomics	0.034466666666666666
84	18	proteomics_85	proteomics_19	random.realistic.proteomics	0.034333333333333334
27	131	proteomics_28	metagenomics_32	random.realistic.metagenomics	0.03426666666666667
37	72	proteomics_38	proteomics_73	random.realistic.proteomics	0.0342
28	123	proteomics_29	metagenomics_24	random.realistic.metagenomics	0.0342
27	4	proteomics_28	proteomics_5	random.realistic.proteomics	-0.034133333333333335
46	135	proteomics_47	metagenomics_36	random.realistic.metagenomics	0.034133333333333335
2	87	proteomics_3	proteomics_88	random.realistic.proteomics	0.034133333333333335
56	75	proteomics_57	proteomics_76	random.realistic.proteomics	-0.034133333333333335
43	126	proteomics_44	metagenomics_27	random.realistic.metagenomics	-0.034133333333333335
30	35	proteomics_31	proteomics_36	random.realistic.proteomics	-0.03406666666666667
48	96	proteomics_49	proteomics_97	random.realistic.proteomics	-0.03406666666666666
72	77	proteomics_73	proteomics_78	random.realistic.proteomics	0.034
9	38	proteomics_10	proteomics_39	random.realistic.proteomics	0.03393333333333333
80	42	proteomics_81	proteomics_43	random.realistic.proteomics	-0.03386666666666667
25	65	proteomics_26	proteomics_66	random.realistic.proteomics	0.03386666666666667
10	11	proteomics_11	proteomics_12	random.realistic.proteomics	-0.03373333333333334
10	2	proteomics_11	proteomics_3	random.realistic.proteomics	0.03373333333333334
96	12	proteomics_97	proteomics_13	random.realistic.proteomics	0.033666666666666664
55	86	proteomics_56	proteomics_87	random.realistic.proteomics	-0.0336
0	72	proteomics_1	proteomics_73	random.realistic.proteomics	-0.0336
62	13	proteomics_63	proteomics_14	random.realistic.proteomics	-0.03346666666666667
25	72	proteomics_26	proteomics_73	random.realistic.proteomics	-0.03346666666666667
16	65	proteomics_17	proteomics_66	random.realistic.proteomics	0.033466666666666665
5	134	proteomics_6	metagenomics_35	random.realistic.metagenomics	0.033466666666666665
84	15	proteomics_85	proteomics_16	random.realistic.proteomics	-0.03333333333333333
85	145	proteomics_86	metagenomics_46	random.realistic.metagenomics	0.03333333333333333
15	84	proteomics_16	proteomics_85	random.realistic.proteomics	-0.03333333333333333
12	70	proteomics_13	proteomics_71	random.realistic.proteomics	-0.03326666666666667
61	65	proteomics_62	proteomics_66	random.realistic.proteomics	0.0332
5	83	proteomics_6	proteomics_84	random.realistic.proteomics	-0.0332
20	100	proteomics_21	metagenomics_1	random.realistic.metagenomics	0.0332
70	12	proteomics_71	proteomics_13	random.realistic.proteomics	-0.033133333333333334
18	124	proteomics_19	metagenomics_25	random.realistic.metagenomics	0.033133333333333334
89	15	proteomics_90	proteomics_16	random.realistic.proteomics	-0.033133333333333334
69	141	proteomics_70	metagenomics_42	random.realistic.metagenomics	0.033
20	9	proteomics_21	proteomics_10	random.realistic.proteomics	0.03286666666666667
80	98	proteomics_81	proteomics_99	random.realistic.proteomics	0.03286666666666667
25	14	proteomics_26	proteomics_15	random.realistic.proteomics	0.032799999999999996
11	53	proteomics_12	proteomics_54	random.realistic.proteomics	0.032799999999999996
52	56	proteomics_53	proteomics_57	random.realistic.proteomics	-0.032799999999999996
15	22	proteomics_16	proteomics_23	random.realistic.proteomics	-0.032733333333333337
92	73	proteomics_93	proteomics_74	random.realistic.proteomics	0.032733333333333337
25	11	proteomics_26	proteomics_12	random.realistic.proteomics	-0.032733333333333337
0	37	proteomics_1	proteomics_38	random.realistic.proteomics	0.03266666666666666
72	11	proteomics_73	proteomics_12	random.realistic.proteomics	-0.03266666666666666
48	3	proteomics_49	proteomics_4	random.realistic.proteomics	0.03253333333333333
69	91	proteomics_70	proteomics_92	random.realistic.proteomics	0.03253333333333333
42	80	proteomics_43	proteomics_81	random.realistic.proteomics	-0.0324
89	21	proteomics_90	proteomics_22	random.realistic.proteomics	-0.0324
41	24	proteomics_42	proteomics_25	random.realistic.proteomics	-0.03233333333333333
19	46	proteomics_20	proteomics_47	random.realistic.proteomics	0.0322
96	14	proteomics_97	proteomics_15	random.realistic.proteomics	0.0322
29	112	proteomics_30	metagenomics_13	random.realistic.metagenomics	0.0322
56	59	proteomics_57	proteomics_60	random.realistic.proteomics	-0.03206666666666667
13	0	proteomics_14	proteomics_1	random.realistic.proteomics	-0.03206666666666667
77	3	proteomics_78	proteomics_4	random.realistic.proteomics	0.032
83	5	proteomics_84	proteomics_6	random.realistic.proteomics	-0.031933333333333334
36	102	proteomics_37	metagenomics_3	random.realistic.metagenomics	0.031933333333333334
10	13	proteomics_11	proteomics_14	random.realistic.proteomics	0.03186666666666667
25	13	proteomics_26	proteomics_14	random.realistic.proteomics	0.03186666666666667
75	37	proteomics_76	proteomics_38	random.realistic.proteomics	0.0318
41	72	proteomics_42	proteomics_73	random.realistic.proteomics	-0.031799999999999995
99	115	proteomics_100	metagenomics_16	random.realistic.metagenomics	0.031733333333333336
12	96	proteomics_13	proteomics_97	random.realistic.proteomics	0.031733333333333336
29	71	proteomics_30	proteomics_72	random.realistic.proteomics	-0.031733333333333336
37	100	proteomics_38	metagenomics_1	random.realistic.metagenomics	0.031733333333333336
0	5	proteomics_1	proteomics_6	random.realistic.proteomics	-0.031733333333333336
15	114	proteomics_16	metagenomics_15	random.realistic.metagenomics	-0.03166666666666666
49	97	proteomics_50	proteomics_98	random.realistic.proteomics	-0.0316
14	96	proteomics_15	proteomics_97	random.realistic.proteomics	0.0316
65	123	proteomics_66	metagenomics_24	random.realistic.metagenomics	-0.0316
75	30	proteomics_76	proteomics_31	random.realistic.proteomics	0.0316
65	85	proteomics_66	proteomics_86	random.realistic.proteomics	-0.03153333333333333
3	49	proteomics_4	proteomics_50	random.realistic.proteomics	0.03153333333333333
19	47	proteomics_20	proteomics_48	random.realistic.proteomics	0.03146666666666667
94	130	proteomics_95	metagenomics_31	random.realistic.metagenomics	-0.0314
14	109	proteomics_15	metagenomics_10	random.realistic.metagenomics	-0.03133333333333334
78	10	proteomics_79	proteomics_11	random.realistic.proteomics	0.03133333333333333
12	48	proteomics_13	proteomics_49	random.realistic.proteomics	-0.031266666666666665
81	73	proteomics_82	proteomics_74	random.realistic.proteomics	0.0312
16	115	proteomics_17	metagenomics_16	random.realistic.metagenomics	-0.0312
12	14	proteomics_13	proteomics_15	random.realistic.proteomics	-0.031133333333333332
47	14	proteomics_48	proteomics_15	random.realistic.proteomics	0.031133333333333332
72	37	proteomics_73	proteomics_38	random.realistic.proteomics	0.031066666666666666
34	122	proteomics_35	metagenomics_23	random.realistic.metagenomics	-0.031066666666666666
28	25	proteomics_29	proteomics_26	random.realistic.proteomics	-0.031066666666666666
65	58	proteomics_66	proteomics_59	random.realistic.proteomics	-0.031066666666666666
8	49	proteomics_9	proteomics_50	random.realistic.proteomics	0.031066666666666666
97	126	proteomics_98	metagenomics_27	random.realistic.metagenomics	-0.031
43	12	proteomics_44	proteomics_13	random.realistic.proteomics	0.031
55	49	proteomics_56	proteomics_50	random.realistic.proteomics	-0.030933333333333334
25	28	proteomics_26	proteomics_29	random.realistic.proteomics	-0.030933333333333334
41	66	proteomics_42	proteomics_67	random.realistic.proteomics	0.030933333333333334
30	14	proteomics_31	proteomics_15	random.realistic.proteomics	-0.030866666666666667
19	122	proteomics_20	metagenomics_23	random.realistic.metagenomics	-0.030866666666666667
49	48	proteomics_50	proteomics_49	random.realistic.proteomics	-0.030866666666666667
47	26	proteomics_48	proteomics_27	random.realistic.proteomics	-0.0308
16	128	proteomics_17	metagenomics_29	random.realistic.metagenomics	-0.030733333333333335
88	133	proteomics_89	metagenomics_34	random.realistic.metagenomics	0.030733333333333335
65	139	proteomics_66	metagenomics_40	random.realistic.metagenomics	-0.03066666666666667
94	13	proteomics_95	proteomics_14	random.realistic.proteomics	-0.030533333333333332
81	93	proteomics_82	proteomics_94	random.realistic.proteomics	-0.030533333333333332
69	101	proteomics_70	metagenomics_2	random.realistic.metagenomics	-0.0304
90	28	proteomics_91	proteomics_29	random.realistic.proteomics	-0.0304
97	45	proteomics_98	proteomics_46	random.realistic.proteomics	0.030333333333333334
86	2	proteomics_87	proteomics_3	random.realistic.proteomics	-0.03033333333333333
28	111	proteomics_29	metagenomics_12	random.realistic.metagenomics	-0.030199999999999998
94	116	proteomics_95	metagenomics_17	random.realistic.metagenomics	0.030199999999999998
21	89	proteomics_22	proteomics_90	random.realistic.proteomics	-0.03013333333333333
85	67	proteomics_86	proteomics_68	random.realistic.proteomics	0.03013333333333333
51	10	proteomics_52	proteomics_11	random.realistic.proteomics	0.03013333333333333
93	18	proteomics_94	proteomics_19	random.realistic.proteomics	-0.03013333333333333
0	75	proteomics_1	proteomics_76	random.realistic.proteomics	-0.030066666666666665
18	3	proteomics_19	proteomics_4	random.realistic.proteomics	0.03
97	100	proteomics_98	metagenomics_1	random.realistic.metagenomics	0.029933333333333333
49	11	proteomics_50	proteomics_12	random.realistic.proteomics	-0.029866666666666666
35	1	proteomics_36	proteomics_2	random.realistic.proteomics	-0.0298
26	56	proteomics_27	proteomics_57	random.realistic.proteomics	-0.029733333333333334
90	8	proteomics_91	proteomics_9	random.realistic.proteomics	-0.029733333333333334
68	87	proteomics_69	proteomics_88	random.realistic.proteomics	-0.029733333333333334
19	130	proteomics_20	metagenomics_31	random.realistic.metagenomics	0.029733333333333334
5	69	proteomics_6	proteomics_70	random.realistic.proteomics	-0.029666666666666668
34	119	proteomics_35	metagenomics_20	random.realistic.metagenomics	-0.029666666666666668
3	88	proteomics_4	proteomics_89	random.realistic.proteomics	0.029666666666666668
