feature_a_id	feature_b_id	feature_a_name	feature_b_name	feature_b_dataset	p_value
25	116	proteomics_26	metagenomics_17	random.realistic.metagenomics	2.6571950217513325e-09
25	117	proteomics_26	metagenomics_18	random.realistic.metagenomics	4.448734544992336e-18
25	118	proteomics_26	metagenomics_19	random.realistic.metagenomics	3.8852181590508016e-33
25	119	proteomics_26	metagenomics_20	random.realistic.metagenomics	0.0
25	120	proteomics_26	metagenomics_21	random.realistic.metagenomics	9.634383655041815e-100
25	121	proteomics_26	metagenomics_22	random.realistic.metagenomics	7.095159781926187e-29
25	122	proteomics_26	metagenomics_23	random.realistic.metagenomics	3.388135176952053e-16
25	123	proteomics_26	metagenomics_24	random.realistic.metagenomics	0.0
25	124	proteomics_26	metagenomics_25	random.realistic.metagenomics	0.0
25	125	proteomics_26	metagenomics_26	random.realistic.metagenomics	5.807632330234117e-07
25	126	proteomics_26	metagenomics_27	random.realistic.metagenomics	3.324464086070916e-14
25	127	proteomics_26	metagenomics_28	random.realistic.metagenomics	1.287886364920627e-40
25	128	proteomics_26	metagenomics_29	random.realistic.metagenomics	1.300856066990896e-14
25	129	proteomics_26	metagenomics_30	random.realistic.metagenomics	5.729426227703403e-15
25	130	proteomics_26	metagenomics_31	random.realistic.metagenomics	4.013982414571375e-18
25	131	proteomics_26	metagenomics_32	random.realistic.metagenomics	1.5719672595807645e-13
25	132	proteomics_26	metagenomics_33	random.realistic.metagenomics	1.8414960564049842e-26
25	133	proteomics_26	metagenomics_34	random.realistic.metagenomics	2.702507436754929e-63
25	134	proteomics_26	metagenomics_35	random.realistic.metagenomics	1.435040279831968e-51
25	135	proteomics_26	metagenomics_36	random.realistic.metagenomics	0.0
25	136	proteomics_26	metagenomics_37	random.realistic.metagenomics	8.058685247793376e-23
25	137	proteomics_26	metagenomics_38	random.realistic.metagenomics	6.123319264434067e-08
25	138	proteomics_26	metagenomics_39	random.realistic.metagenomics	1.5643295247100465e-10
25	139	proteomics_26	metagenomics_40	random.realistic.metagenomics	6.302191210423481e-64
25	140	proteomics_26	metagenomics_41	random.realistic.metagenomics	2.999433036651105e-32
25	141	proteomics_26	metagenomics_42	random.realistic.metagenomics	3.5739700386067563e-19
25	142	proteomics_26	metagenomics_43	random.realistic.metagenomics	1.298123449837254e-16
25	143	proteomics_26	metagenomics_44	random.realistic.metagenomics	5.308605573270612e-09
25	145	proteomics_26	metagenomics_46	random.realistic.metagenomics	1.9183268573039708e-18
25	146	proteomics_26	metagenomics_47	random.realistic.metagenomics	3.7949721491649254e-25
25	147	proteomics_26	metagenomics_48	random.realistic.metagenomics	2.738392750742207e-30
25	148	proteomics_26	metagenomics_49	random.realistic.metagenomics	2.5905184556877142e-14
25	149	proteomics_26	metagenomics_50	random.realistic.metagenomics	1.3648839273653512e-104
26	0	proteomics_27	proteomics_1	random.realistic.proteomics	5.355217204540742e-80
26	1	proteomics_27	proteomics_2	random.realistic.proteomics	1.712281190066738e-158
26	2	proteomics_27	proteomics_3	random.realistic.proteomics	6.267308303761406e-192
26	3	proteomics_27	proteomics_4	random.realistic.proteomics	3.3194166577669992e-217
26	4	proteomics_27	proteomics_5	random.realistic.proteomics	4.756390572434125e-177
26	5	proteomics_27	proteomics_6	random.realistic.proteomics	9.470713475030852e-116
26	6	proteomics_27	proteomics_7	random.realistic.proteomics	1.751731114716813e-172
26	7	proteomics_27	proteomics_8	random.realistic.proteomics	1.3228564775709937e-149
26	8	proteomics_27	proteomics_9	random.realistic.proteomics	8.990133194012456e-226
26	9	proteomics_27	proteomics_10	random.realistic.proteomics	1.3543976161341638e-151
26	10	proteomics_27	proteomics_11	random.realistic.proteomics	3.201430192563228e-158
26	11	proteomics_27	proteomics_12	random.realistic.proteomics	0.0
26	12	proteomics_27	proteomics_13	random.realistic.proteomics	4.800047882031351e-213
26	13	proteomics_27	proteomics_14	random.realistic.proteomics	2.0740486319737753e-114
26	14	proteomics_27	proteomics_15	random.realistic.proteomics	2.7250818189705146e-218
26	15	proteomics_27	proteomics_16	random.realistic.proteomics	5.39658517781075e-276
26	16	proteomics_27	proteomics_17	random.realistic.proteomics	2.3658583743525098e-117
26	17	proteomics_27	proteomics_18	random.realistic.proteomics	7.012042320175917e-120
26	18	proteomics_27	proteomics_19	random.realistic.proteomics	6.3552152096750635e-251
26	19	proteomics_27	proteomics_20	random.realistic.proteomics	0.0
26	20	proteomics_27	proteomics_21	random.realistic.proteomics	1.5505125054009922e-72
26	21	proteomics_27	proteomics_22	random.realistic.proteomics	6.354695393298014e-122
26	22	proteomics_27	proteomics_23	random.realistic.proteomics	9.282038303518934e-173
26	23	proteomics_27	proteomics_24	random.realistic.proteomics	4.6454246184932206e-160
26	24	proteomics_27	proteomics_25	random.realistic.proteomics	1.7622232167537245e-256
26	25	proteomics_27	proteomics_26	random.realistic.proteomics	1.381325822197665e-172
26	26	proteomics_27	proteomics_27	random.realistic.proteomics	0.0
26	27	proteomics_27	proteomics_28	random.realistic.proteomics	0.0
26	28	proteomics_27	proteomics_29	random.realistic.proteomics	2.7520024713054713e-100
26	29	proteomics_27	proteomics_30	random.realistic.proteomics	0.0
26	30	proteomics_27	proteomics_31	random.realistic.proteomics	1.632236288602912e-196
26	31	proteomics_27	proteomics_32	random.realistic.proteomics	2.875945780077291e-94
26	32	proteomics_27	proteomics_33	random.realistic.proteomics	8.165160561671548e-103
26	33	proteomics_27	proteomics_34	random.realistic.proteomics	5.786626056870475e-177
26	34	proteomics_27	proteomics_35	random.realistic.proteomics	7.001080787254244e-195
26	35	proteomics_27	proteomics_36	random.realistic.proteomics	3.235591537953801e-132
26	36	proteomics_27	proteomics_37	random.realistic.proteomics	1.0677480191591258e-134
26	37	proteomics_27	proteomics_38	random.realistic.proteomics	9.376900599531955e-277
26	38	proteomics_27	proteomics_39	random.realistic.proteomics	0.0
26	39	proteomics_27	proteomics_40	random.realistic.proteomics	3.538265077543889e-73
26	40	proteomics_27	proteomics_41	random.realistic.proteomics	3.293304382466724e-147
26	41	proteomics_27	proteomics_42	random.realistic.proteomics	2.0000153451204813e-175
26	42	proteomics_27	proteomics_43	random.realistic.proteomics	5.37403695785162e-232
26	43	proteomics_27	proteomics_44	random.realistic.proteomics	1.9309536683382065e-66
26	44	proteomics_27	proteomics_45	random.realistic.proteomics	0.0
26	45	proteomics_27	proteomics_46	random.realistic.proteomics	7.773368711284782e-234
26	46	proteomics_27	proteomics_47	random.realistic.proteomics	0.0
26	47	proteomics_27	proteomics_48	random.realistic.proteomics	0.0
26	48	proteomics_27	proteomics_49	random.realistic.proteomics	1.8550703872679117e-185
26	49	proteomics_27	proteomics_50	random.realistic.proteomics	9.466986744568363e-160
26	50	proteomics_27	proteomics_51	random.realistic.proteomics	6.531437640891401e-85
26	51	proteomics_27	proteomics_52	random.realistic.proteomics	1.4469061560594341e-62
26	52	proteomics_27	proteomics_53	random.realistic.proteomics	4.2071819129096635e-204
26	53	proteomics_27	proteomics_54	random.realistic.proteomics	1.4683781865794799e-136
26	54	proteomics_27	proteomics_55	random.realistic.proteomics	1.136198999554636e-264
26	55	proteomics_27	proteomics_56	random.realistic.proteomics	6.538856798498229e-292
26	56	proteomics_27	proteomics_57	random.realistic.proteomics	0.0
26	57	proteomics_27	proteomics_58	random.realistic.proteomics	9.326453075948079e-145
26	58	proteomics_27	proteomics_59	random.realistic.proteomics	1.4253630279525245e-73
26	59	proteomics_27	proteomics_60	random.realistic.proteomics	0.0
26	60	proteomics_27	proteomics_61	random.realistic.proteomics	0.0
26	61	proteomics_27	proteomics_62	random.realistic.proteomics	1.3262254655606115e-180
26	62	proteomics_27	proteomics_63	random.realistic.proteomics	4.98403103421184e-221
26	63	proteomics_27	proteomics_64	random.realistic.proteomics	1.0375284461462491e-187
26	64	proteomics_27	proteomics_65	random.realistic.proteomics	3.7934187566750554e-129
26	65	proteomics_27	proteomics_66	random.realistic.proteomics	1.0665123266334342e-189
26	66	proteomics_27	proteomics_67	random.realistic.proteomics	7.479710330254943e-237
26	67	proteomics_27	proteomics_68	random.realistic.proteomics	3.1698469434154276e-187
26	68	proteomics_27	proteomics_69	random.realistic.proteomics	2.937987320728332e-272
26	69	proteomics_27	proteomics_70	random.realistic.proteomics	4.518097851890355e-187
26	70	proteomics_27	proteomics_71	random.realistic.proteomics	0.0
26	71	proteomics_27	proteomics_72	random.realistic.proteomics	0.0
26	72	proteomics_27	proteomics_73	random.realistic.proteomics	9.187477861269616e-245
26	73	proteomics_27	proteomics_74	random.realistic.proteomics	0.0
26	74	proteomics_27	proteomics_75	random.realistic.proteomics	4.204595352883665e-192
26	75	proteomics_27	proteomics_76	random.realistic.proteomics	0.0
26	76	proteomics_27	proteomics_77	random.realistic.proteomics	1.2231343928894079e-142
26	77	proteomics_27	proteomics_78	random.realistic.proteomics	2.7088509467700663e-195
26	78	proteomics_27	proteomics_79	random.realistic.proteomics	1.3315503305653324e-98
26	79	proteomics_27	proteomics_80	random.realistic.proteomics	6.804273197865763e-140
26	80	proteomics_27	proteomics_81	random.realistic.proteomics	7.525265885504196e-118
26	81	proteomics_27	proteomics_82	random.realistic.proteomics	2.7595351687209776e-203
26	82	proteomics_27	proteomics_83	random.realistic.proteomics	2.8472813027676705e-127
26	83	proteomics_27	proteomics_84	random.realistic.proteomics	1.075523223612202e-134
26	84	proteomics_27	proteomics_85	random.realistic.proteomics	9.639656969635101e-77
26	85	proteomics_27	proteomics_86	random.realistic.proteomics	9.941355600818438e-54
26	86	proteomics_27	proteomics_87	random.realistic.proteomics	2.4985658975558988e-197
26	87	proteomics_27	proteomics_88	random.realistic.proteomics	1.0473694496067885e-267
26	88	proteomics_27	proteomics_89	random.realistic.proteomics	2.1721836685311727e-109
26	89	proteomics_27	proteomics_90	random.realistic.proteomics	1.4147297099115943e-269
26	90	proteomics_27	proteomics_91	random.realistic.proteomics	3.866140597378188e-253
26	91	proteomics_27	proteomics_92	random.realistic.proteomics	9.56228012898681e-191
26	92	proteomics_27	proteomics_93	random.realistic.proteomics	1.3247199745267147e-167
26	93	proteomics_27	proteomics_94	random.realistic.proteomics	2.4530186647945673e-168
26	94	proteomics_27	proteomics_95	random.realistic.proteomics	1.7704793680911158e-123
26	95	proteomics_27	proteomics_96	random.realistic.proteomics	0.0
26	96	proteomics_27	proteomics_97	random.realistic.proteomics	0.0
26	97	proteomics_27	proteomics_98	random.realistic.proteomics	5.170046998355584e-304
26	98	proteomics_27	proteomics_99	random.realistic.proteomics	1.0271079893720464e-246
26	99	proteomics_27	proteomics_100	random.realistic.proteomics	0.0
26	100	proteomics_27	metagenomics_1	random.realistic.metagenomics	7.375326851626577e-167
26	101	proteomics_27	metagenomics_2	random.realistic.metagenomics	9.129977761662051e-107
26	102	proteomics_27	metagenomics_3	random.realistic.metagenomics	1.1372668800232118e-81
26	103	proteomics_27	metagenomics_4	random.realistic.metagenomics	1.054692309134448e-127
26	104	proteomics_27	metagenomics_5	random.realistic.metagenomics	0.0
26	105	proteomics_27	metagenomics_6	random.realistic.metagenomics	5.790011862952485e-133
26	106	proteomics_27	metagenomics_7	random.realistic.metagenomics	2.428566635113709e-249
26	107	proteomics_27	metagenomics_8	random.realistic.metagenomics	2.9037963322272293e-133
26	108	proteomics_27	metagenomics_9	random.realistic.metagenomics	0.0
26	109	proteomics_27	metagenomics_10	random.realistic.metagenomics	2.2205463810329263e-260
26	110	proteomics_27	metagenomics_11	random.realistic.metagenomics	0.0
26	111	proteomics_27	metagenomics_12	random.realistic.metagenomics	1.5982317684471098e-50
26	112	proteomics_27	metagenomics_13	random.realistic.metagenomics	4.5045771787726724e-113
26	113	proteomics_27	metagenomics_14	random.realistic.metagenomics	1.235264099936784e-113
26	114	proteomics_27	metagenomics_15	random.realistic.metagenomics	4.218863745187356e-140
26	115	proteomics_27	metagenomics_16	random.realistic.metagenomics	7.225635166975811e-175
26	116	proteomics_27	metagenomics_17	random.realistic.metagenomics	1.3813392018232674e-155
26	117	proteomics_27	metagenomics_18	random.realistic.metagenomics	1.2481949269758775e-127
26	118	proteomics_27	metagenomics_19	random.realistic.metagenomics	2.5085703122037663e-83
26	119	proteomics_27	metagenomics_20	random.realistic.metagenomics	2.5443439143299015e-69
26	120	proteomics_27	metagenomics_21	random.realistic.metagenomics	2.0291593257148686e-217
26	121	proteomics_27	metagenomics_22	random.realistic.metagenomics	9.938466399132116e-266
26	122	proteomics_27	metagenomics_23	random.realistic.metagenomics	0.0
26	123	proteomics_27	metagenomics_24	random.realistic.metagenomics	3.961715286330297e-85
26	124	proteomics_27	metagenomics_25	random.realistic.metagenomics	1.3011418270415241e-161
26	125	proteomics_27	metagenomics_26	random.realistic.metagenomics	2.7620085067145868e-151
26	126	proteomics_27	metagenomics_27	random.realistic.metagenomics	1.0659306519243287e-155
26	127	proteomics_27	metagenomics_28	random.realistic.metagenomics	2.2226936227310388e-266
26	128	proteomics_27	metagenomics_29	random.realistic.metagenomics	2.5844876723097536e-183
26	129	proteomics_27	metagenomics_30	random.realistic.metagenomics	6.878062808954523e-192
26	130	proteomics_27	metagenomics_31	random.realistic.metagenomics	4.422422741088914e-127
26	131	proteomics_27	metagenomics_32	random.realistic.metagenomics	8.117120117633658e-172
26	132	proteomics_27	metagenomics_33	random.realistic.metagenomics	1.096975102753875e-86
26	133	proteomics_27	metagenomics_34	random.realistic.metagenomics	2.4011693903407832e-198
26	134	proteomics_27	metagenomics_35	random.realistic.metagenomics	4.856020833445294e-217
26	135	proteomics_27	metagenomics_36	random.realistic.metagenomics	1.3837245732031727e-121
26	136	proteomics_27	metagenomics_37	random.realistic.metagenomics	3.2903116783748866e-154
26	137	proteomics_27	metagenomics_38	random.realistic.metagenomics	2.9443355430667375e-113
26	138	proteomics_27	metagenomics_39	random.realistic.metagenomics	9.278865183479781e-71
26	139	proteomics_27	metagenomics_40	random.realistic.metagenomics	1.3103981017010202e-148
26	140	proteomics_27	metagenomics_41	random.realistic.metagenomics	1.735948832944111e-222
26	141	proteomics_27	metagenomics_42	random.realistic.metagenomics	4.618645858451662e-281
26	142	proteomics_27	metagenomics_43	random.realistic.metagenomics	9.471228015073034e-198
26	143	proteomics_27	metagenomics_44	random.realistic.metagenomics	3.198842659030634e-174
26	144	proteomics_27	metagenomics_45	random.realistic.metagenomics	6.920909047148134e-119
26	145	proteomics_27	metagenomics_46	random.realistic.metagenomics	1.5567967798916284e-73
26	146	proteomics_27	metagenomics_47	random.realistic.metagenomics	4.058397318998158e-70
26	147	proteomics_27	metagenomics_48	random.realistic.metagenomics	0.0
26	148	proteomics_27	metagenomics_49	random.realistic.metagenomics	7.150926974453496e-238
26	149	proteomics_27	metagenomics_50	random.realistic.metagenomics	1.0740086708029123e-221
27	0	proteomics_28	proteomics_1	random.realistic.proteomics	5.404084808667766e-127
27	1	proteomics_28	proteomics_2	random.realistic.proteomics	5.870608070953615e-68
27	2	proteomics_28	proteomics_3	random.realistic.proteomics	3.4983232841905053e-134
27	3	proteomics_28	proteomics_4	random.realistic.proteomics	6.914626251188978e-101
27	4	proteomics_28	proteomics_5	random.realistic.proteomics	0.0
27	5	proteomics_28	proteomics_6	random.realistic.proteomics	0.0
27	6	proteomics_28	proteomics_7	random.realistic.proteomics	1.6261018656208013e-33
27	7	proteomics_28	proteomics_8	random.realistic.proteomics	4.89464394377457e-42
27	8	proteomics_28	proteomics_9	random.realistic.proteomics	1.2424581012627909e-152
27	9	proteomics_28	proteomics_10	random.realistic.proteomics	8.316831928351083e-243
27	10	proteomics_28	proteomics_11	random.realistic.proteomics	0.0
27	11	proteomics_28	proteomics_12	random.realistic.proteomics	3.257545493899145e-181
27	12	proteomics_28	proteomics_13	random.realistic.proteomics	4.2116616016571715e-122
27	13	proteomics_28	proteomics_14	random.realistic.proteomics	5.281378881934785e-45
27	14	proteomics_28	proteomics_15	random.realistic.proteomics	0.0
27	15	proteomics_28	proteomics_16	random.realistic.proteomics	1.720894976302488e-136
27	16	proteomics_28	proteomics_17	random.realistic.proteomics	5.430422280423212e-139
27	17	proteomics_28	proteomics_18	random.realistic.proteomics	2.0883473705507723e-119
27	18	proteomics_28	proteomics_19	random.realistic.proteomics	3.0343599114683284e-132
27	19	proteomics_28	proteomics_20	random.realistic.proteomics	7.177189981774453e-27
27	20	proteomics_28	proteomics_21	random.realistic.proteomics	6.1207818323679e-147
27	21	proteomics_28	proteomics_22	random.realistic.proteomics	7.361135907370651e-63
27	22	proteomics_28	proteomics_23	random.realistic.proteomics	1.0989295497139543e-110
27	23	proteomics_28	proteomics_24	random.realistic.proteomics	3.4292251127868375e-107
27	24	proteomics_28	proteomics_25	random.realistic.proteomics	1.2482845094307896e-216
27	25	proteomics_28	proteomics_26	random.realistic.proteomics	1.263470455191486e-265
27	26	proteomics_28	proteomics_27	random.realistic.proteomics	0.0
27	27	proteomics_28	proteomics_28	random.realistic.proteomics	0.0
27	28	proteomics_28	proteomics_29	random.realistic.proteomics	4.305017447037445e-61
27	29	proteomics_28	proteomics_30	random.realistic.proteomics	1.5245203949084313e-37
27	30	proteomics_28	proteomics_31	random.realistic.proteomics	0.0
27	31	proteomics_28	proteomics_32	random.realistic.proteomics	2.484417328204439e-85
27	32	proteomics_28	proteomics_33	random.realistic.proteomics	4.431736417812987e-178
27	33	proteomics_28	proteomics_34	random.realistic.proteomics	4.811555863731129e-183
27	34	proteomics_28	proteomics_35	random.realistic.proteomics	9.722966935524129e-32
27	35	proteomics_28	proteomics_36	random.realistic.proteomics	1.2196691007133896e-37
27	36	proteomics_28	proteomics_37	random.realistic.proteomics	7.476579185253955e-166
27	37	proteomics_28	proteomics_38	random.realistic.proteomics	2.827512801911198e-63
27	38	proteomics_28	proteomics_39	random.realistic.proteomics	6.647411104948208e-127
27	39	proteomics_28	proteomics_40	random.realistic.proteomics	1.436499121856299e-109
27	40	proteomics_28	proteomics_41	random.realistic.proteomics	0.0
27	41	proteomics_28	proteomics_42	random.realistic.proteomics	1.6114498202821857e-204
27	42	proteomics_28	proteomics_43	random.realistic.proteomics	3.638711557372773e-47
27	43	proteomics_28	proteomics_44	random.realistic.proteomics	8.414480275975538e-141
27	44	proteomics_28	proteomics_45	random.realistic.proteomics	1.1425119520093713e-284
27	45	proteomics_28	proteomics_46	random.realistic.proteomics	0.0
27	46	proteomics_28	proteomics_47	random.realistic.proteomics	9.020960075308504e-52
27	47	proteomics_28	proteomics_48	random.realistic.proteomics	3.4581355378921863e-219
27	48	proteomics_28	proteomics_49	random.realistic.proteomics	0.0
27	49	proteomics_28	proteomics_50	random.realistic.proteomics	3.5268368975232214e-110
27	50	proteomics_28	proteomics_51	random.realistic.proteomics	5.890226243735862e-45
27	51	proteomics_28	proteomics_52	random.realistic.proteomics	5.553823626216006e-100
27	52	proteomics_28	proteomics_53	random.realistic.proteomics	1.0940512214322703e-46
27	53	proteomics_28	proteomics_54	random.realistic.proteomics	3.55839171580941e-66
27	54	proteomics_28	proteomics_55	random.realistic.proteomics	0.0
27	55	proteomics_28	proteomics_56	random.realistic.proteomics	0.0
27	56	proteomics_28	proteomics_57	random.realistic.proteomics	0.0
27	57	proteomics_28	proteomics_58	random.realistic.proteomics	6.050904580499465e-132
27	58	proteomics_28	proteomics_59	random.realistic.proteomics	1.568798483936958e-228
27	59	proteomics_28	proteomics_60	random.realistic.proteomics	2.4234011793723682e-82
27	60	proteomics_28	proteomics_61	random.realistic.proteomics	3.1244894254855183e-115
27	61	proteomics_28	proteomics_62	random.realistic.proteomics	2.2089382916041993e-85
27	62	proteomics_28	proteomics_63	random.realistic.proteomics	4.3361962174887936e-92
27	63	proteomics_28	proteomics_64	random.realistic.proteomics	4.85118760013505e-66
27	64	proteomics_28	proteomics_65	random.realistic.proteomics	2.8035122478726e-96
27	65	proteomics_28	proteomics_66	random.realistic.proteomics	2.0774779288049043e-263
27	66	proteomics_28	proteomics_67	random.realistic.proteomics	1.3747220382841145e-89
27	67	proteomics_28	proteomics_68	random.realistic.proteomics	0.0
27	68	proteomics_28	proteomics_69	random.realistic.proteomics	5.5698454054379885e-50
27	69	proteomics_28	proteomics_70	random.realistic.proteomics	1.0529491604997225e-217
27	70	proteomics_28	proteomics_71	random.realistic.proteomics	1.6428112044981988e-109
27	71	proteomics_28	proteomics_72	random.realistic.proteomics	1.5995149207269974e-64
27	72	proteomics_28	proteomics_73	random.realistic.proteomics	2.0651803135204832e-179
27	73	proteomics_28	proteomics_74	random.realistic.proteomics	2.339207526634264e-87
27	74	proteomics_28	proteomics_75	random.realistic.proteomics	1.6720716401078097e-65
27	75	proteomics_28	proteomics_76	random.realistic.proteomics	0.0
27	76	proteomics_28	proteomics_77	random.realistic.proteomics	3.4870593635563707e-106
27	77	proteomics_28	proteomics_78	random.realistic.proteomics	3.927312924324305e-204
27	78	proteomics_28	proteomics_79	random.realistic.proteomics	3.026311940286338e-40
27	79	proteomics_28	proteomics_80	random.realistic.proteomics	2.772360634430436e-113
27	80	proteomics_28	proteomics_81	random.realistic.proteomics	2.302649090315585e-72
27	81	proteomics_28	proteomics_82	random.realistic.proteomics	2.1397767949579255e-42
27	82	proteomics_28	proteomics_83	random.realistic.proteomics	2.3742683222483086e-47
27	83	proteomics_28	proteomics_84	random.realistic.proteomics	1.8935685997550274e-129
27	84	proteomics_28	proteomics_85	random.realistic.proteomics	9.676008511546923e-92
27	85	proteomics_28	proteomics_86	random.realistic.proteomics	2.329407470840106e-117
27	86	proteomics_28	proteomics_87	random.realistic.proteomics	0.0
27	87	proteomics_28	proteomics_88	random.realistic.proteomics	1.8297178996987468e-62
27	88	proteomics_28	proteomics_89	random.realistic.proteomics	8.103807920864879e-88
27	89	proteomics_28	proteomics_90	random.realistic.proteomics	1.6229168992318027e-229
27	90	proteomics_28	proteomics_91	random.realistic.proteomics	1.4827036471259672e-214
27	91	proteomics_28	proteomics_92	random.realistic.proteomics	4.4323375972675375e-110
27	92	proteomics_28	proteomics_93	random.realistic.proteomics	3.754730214326851e-51
27	93	proteomics_28	proteomics_94	random.realistic.proteomics	1.3997550878881843e-132
27	94	proteomics_28	proteomics_95	random.realistic.proteomics	5.946111789703232e-49
27	95	proteomics_28	proteomics_96	random.realistic.proteomics	8.829174141514919e-146
27	96	proteomics_28	proteomics_97	random.realistic.proteomics	7.575321011237672e-232
27	97	proteomics_28	proteomics_98	random.realistic.proteomics	5.618792896696543e-246
27	98	proteomics_28	proteomics_99	random.realistic.proteomics	1.0608987013970155e-29
27	99	proteomics_28	proteomics_100	random.realistic.proteomics	3.7979817731440527e-231
27	100	proteomics_28	metagenomics_1	random.realistic.metagenomics	6.541915208003165e-98
27	101	proteomics_28	metagenomics_2	random.realistic.metagenomics	4.9084300874025445e-15
27	102	proteomics_28	metagenomics_3	random.realistic.metagenomics	4.204732761041196e-127
27	103	proteomics_28	metagenomics_4	random.realistic.metagenomics	9.997634973359415e-65
27	104	proteomics_28	metagenomics_5	random.realistic.metagenomics	1.2235823855809053e-110
27	105	proteomics_28	metagenomics_6	random.realistic.metagenomics	1.1181008947700985e-83
27	106	proteomics_28	metagenomics_7	random.realistic.metagenomics	3.5380333539704654e-233
27	107	proteomics_28	metagenomics_8	random.realistic.metagenomics	3.43606205544296e-58
27	108	proteomics_28	metagenomics_9	random.realistic.metagenomics	1.7345127096647582e-109
27	109	proteomics_28	metagenomics_10	random.realistic.metagenomics	0.0
27	110	proteomics_28	metagenomics_11	random.realistic.metagenomics	8.026744437821242e-74
27	111	proteomics_28	metagenomics_12	random.realistic.metagenomics	9.639425831994938e-72
27	112	proteomics_28	metagenomics_13	random.realistic.metagenomics	9.307527072073887e-29
27	113	proteomics_28	metagenomics_14	random.realistic.metagenomics	8.518227317111152e-109
27	114	proteomics_28	metagenomics_15	random.realistic.metagenomics	5.440336883771486e-86
27	115	proteomics_28	metagenomics_16	random.realistic.metagenomics	3.3171869277595536e-23
27	116	proteomics_28	metagenomics_17	random.realistic.metagenomics	2.7178081162368426e-44
27	117	proteomics_28	metagenomics_18	random.realistic.metagenomics	1.3988635074592095e-114
27	118	proteomics_28	metagenomics_19	random.realistic.metagenomics	1.8261808044001055e-67
27	119	proteomics_28	metagenomics_20	random.realistic.metagenomics	1.8508211548073582e-101
27	120	proteomics_28	metagenomics_21	random.realistic.metagenomics	0.0
27	121	proteomics_28	metagenomics_22	random.realistic.metagenomics	3.017667352870926e-56
27	122	proteomics_28	metagenomics_23	random.realistic.metagenomics	5.065710174911473e-110
27	123	proteomics_28	metagenomics_24	random.realistic.metagenomics	1.3287939853549362e-97
27	124	proteomics_28	metagenomics_25	random.realistic.metagenomics	1.5734142812549072e-63
27	125	proteomics_28	metagenomics_26	random.realistic.metagenomics	7.807850088073049e-28
27	126	proteomics_28	metagenomics_27	random.realistic.metagenomics	0.0
27	127	proteomics_28	metagenomics_28	random.realistic.metagenomics	8.645319692719754e-87
27	128	proteomics_28	metagenomics_29	random.realistic.metagenomics	5.817083579801373e-76
27	129	proteomics_28	metagenomics_30	random.realistic.metagenomics	6.886235313683616e-57
27	130	proteomics_28	metagenomics_31	random.realistic.metagenomics	0.0
27	131	proteomics_28	metagenomics_32	random.realistic.metagenomics	0.0
27	132	proteomics_28	metagenomics_33	random.realistic.metagenomics	6.396442597014371e-76
27	133	proteomics_28	metagenomics_34	random.realistic.metagenomics	3.9235769538986503e-103
27	134	proteomics_28	metagenomics_35	random.realistic.metagenomics	2.7323252716241113e-96
27	135	proteomics_28	metagenomics_36	random.realistic.metagenomics	5.2041079525890005e-47
27	136	proteomics_28	metagenomics_37	random.realistic.metagenomics	7.627728330068003e-54
27	137	proteomics_28	metagenomics_38	random.realistic.metagenomics	5.349190676946328e-54
27	138	proteomics_28	metagenomics_39	random.realistic.metagenomics	4.572017986624925e-64
27	139	proteomics_28	metagenomics_40	random.realistic.metagenomics	7.92088951071505e-145
27	140	proteomics_28	metagenomics_41	random.realistic.metagenomics	1.2278729072108947e-124
27	141	proteomics_28	metagenomics_42	random.realistic.metagenomics	3.025662607331532e-44
27	142	proteomics_28	metagenomics_43	random.realistic.metagenomics	0.0
27	143	proteomics_28	metagenomics_44	random.realistic.metagenomics	0.0
27	144	proteomics_28	metagenomics_45	random.realistic.metagenomics	2.563554170068893e-49
27	145	proteomics_28	metagenomics_46	random.realistic.metagenomics	2.1703604939286667e-71
27	146	proteomics_28	metagenomics_47	random.realistic.metagenomics	2.9361055095054073e-106
27	147	proteomics_28	metagenomics_48	random.realistic.metagenomics	1.195266835583271e-99
27	148	proteomics_28	metagenomics_49	random.realistic.metagenomics	4.5600137246642955e-117
27	149	proteomics_28	metagenomics_50	random.realistic.metagenomics	1.282705339322515e-141
28	0	proteomics_29	proteomics_1	random.realistic.proteomics	2.2132674379563866e-94
28	1	proteomics_29	proteomics_2	random.realistic.proteomics	2.4319356341359334e-16
28	2	proteomics_29	proteomics_3	random.realistic.proteomics	6.374780594687141e-47
28	3	proteomics_29	proteomics_4	random.realistic.proteomics	4.3931632517681266e-216
28	4	proteomics_29	proteomics_5	random.realistic.proteomics	3.899601748943446e-27
28	5	proteomics_29	proteomics_6	random.realistic.proteomics	2.088276928067892e-25
28	6	proteomics_29	proteomics_7	random.realistic.proteomics	3.5907451986084395e-36
28	7	proteomics_29	proteomics_8	random.realistic.proteomics	2.511451158113482e-56
28	8	proteomics_29	proteomics_9	random.realistic.proteomics	9.480333888778642e-58
28	9	proteomics_29	proteomics_10	random.realistic.proteomics	9.66856332315891e-30
28	10	proteomics_29	proteomics_11	random.realistic.proteomics	1.0646530149015468e-81
28	11	proteomics_29	proteomics_12	random.realistic.proteomics	5.097391926947738e-97
28	12	proteomics_29	proteomics_13	random.realistic.proteomics	1.0359968925356192e-67
28	13	proteomics_29	proteomics_14	random.realistic.proteomics	0.0
28	14	proteomics_29	proteomics_15	random.realistic.proteomics	2.1132282799886862e-79
