sample	random.continuous_basic.proteomics	random.continuous_basic.metagenomics
988	0.9034942	0.8900071
989	0.33081347	0.26704156
990	0.4692827	0.8529978
991	0.45750022	0.79386866
992	0.42325214	0.5279272
993	0.42928028	0.7300737
994	0.8913681	0.5878045
995	-0.06660685	0.67134243
996	0.5509032	0.6313352
997	0.67646235	0.05987812
998	-0.00397044	0.8686229
999	0.58149725	0.78473425
1000	0.8233779	0.63993543
1001	-0.121360086	0.36886397
1002	0.5734461	0.5073382
1003	0.80035764	0.67832536
1004	0.82496476	0.563756
1005	0.5031783	0.86992115
1006	0.372396	0.80912066
1007	0.66170686	0.64247406
1008	0.59677786	0.90427214
1009	0.43735617	0.6961374
1010	0.7257143	0.54724264
1011	0.7847934	0.6398903
1012	-0.09531771	0.47430193
1013	0.48974293	0.4848188
1014	0.5381336	0.691788
1015	0.3471751	0.81430537
1016	0.819626	0.41261187
1017	0.7520446	0.1999459
1018	0.28802258	0.6420015
1019	0.41431272	0.12904193
1020	0.46508265	0.7130088
1021	0.47866902	0.9569527
1022	0.2717864	0.75264186
1023	0.8960527	0.9796298
1024	0.72288644	0.49082443
1025	0.24254303	-0.35426897
1026	0.64479566	0.53007805
1027	0.7981346	0.29559296
1028	0.81051	0.4283997
1029	0.039913576	0.72758955
1030	-0.0818274	0.5265379
1031	0.13149272	0.35851166
1032	0.53230864	0.6824755
1033	0.03167974	0.797024
1034	0.64183205	0.5709634
1035	0.91171235	0.94319785
1036	0.44043154	0.63788986
1037	0.5767812	0.3904679
1038	0.43495733	0.43949378
1039	0.335496	0.93904614
1040	0.6628714	0.58737093
1041	0.18844396	0.28396893
1042	0.7396254	0.5724983
1043	0.9842343	0.4403323
1044	0.3655957	0.84998447
1045	0.5995685	0.24862123
1046	0.8702749	0.47212824
1047	0.3546348	0.89938515
1048	0.67688817	0.9786219
1049	0.53486395	0.6954582
1050	0.37986845	0.4748487
1051	0.7626282	0.5936801
1052	0.41144148	0.7580194
1053	0.3051589	-0.052730113
1054	0.8285133	0.18398982
1055	0.27147463	0.8423908
1056	0.76650286	0.84867424
1057	0.4018106	0.027762972
1058	0.6599777	0.59242433
1059	0.34809673	0.8195164
1060	0.78923607	0.7951335
1061	0.6388773	0.5108076
1062	0.486322	0.41797915
1063	0.4084694	0.78591824
1064	0.56258136	0.9006301
1065	0.74237543	0.55109626
1066	0.81713086	0.8023379
1067	0.76158565	0.7117299
1068	0.5630067	0.6724907
1069	0.6522082	0.6297431
1070	-0.30172673	0.8859602
1071	0.4843424	0.6615913
1072	0.5948678	0.34442538
1073	0.34303966	0.781479
1074	0.53042763	0.6624119
1075	0.561095	0.3588828
1076	-0.4412485	0.75851375
1077	0.47383997	0.8130248
1078	0.9871216	0.6955955
1079	0.64011693	0.45009053
1080	0.9004123	0.8553412
1081	0.28827202	0.7821974
1082	0.9206003	0.68287736
1083	0.7380347	0.7072341
1084	0.5941719	0.9233167
1085	0.26036403	0.61183494
1086	0.77225804	0.79860187
1087	0.58683586	0.9156261
1088	0.2191047	0.8931756
1089	0.4729339	0.43960702
1090	0.4076284	0.8553455
1091	0.6545754	0.35358927
1092	0.18066168	0.18675794
1093	-0.42518753	0.6512646
1094	0.74962175	0.61641574
1095	0.7133503	0.72811484
1096	0.62956893	0.6785722
1097	0.5303589	0.39538738
1098	0.4958781	0.68068254
1099	0.6737893	0.78226554
1100	0.84643203	0.64436436
1101	0.0045614014	0.63459444
1102	0.61763155	0.61298627
1103	0.28985602	0.95772
1104	0.59624416	0.74275815
1105	0.28808802	0.36145386
1106	0.39568153	0.61293465
1107	0.48100215	0.88095397
1108	0.86513007	0.57835656
1109	0.35228524	0.9087073
1110	0.30062836	0.79897004
1111	0.7660847	0.64921635
1112	0.9307869	0.67513394
1113	0.4717986	0.74733496
1114	0.8329036	0.72332567
1115	0.34960845	0.5331931
1116	0.70885396	0.86105794
1117	0.63797784	0.83137053
1118	0.19999151	0.784109
1119	0.9103373	0.5816645
1120	0.81877023	0.82409894
1121	0.21421231	0.30554256
1122	-0.04383704	0.78982276
1123	0.3374143	0.7026637
1124	0.37990615	0.8759264
1125	0.8138239	0.55403525
1126	-0.19349891	0.38049415
1127	0.8524644	0.8852605
1128	0.5142485	0.66937244
1129	0.42117923	0.81944555
1130	0.39483774	0.8961452
1131	0.6570589	0.6099129
1132	0.29845163	0.74308944
1133	0.24077787	0.5940687
1134	0.12893124	0.65112907
1135	0.63153005	0.7204896
1136	0.72244906	0.95084274
1137	0.6116237	0.62919116
1138	0.2877546	0.59189284
1139	0.8109483	0.8023715
1140	0.8246993	0.5429584
1141	0.8044834	0.9327135
1142	0.8836537	0.7584753
1143	0.65140843	0.90387744
1144	0.79098845	0.3854991
1145	0.89141643	0.7556718
1146	0.91418844	0.71734303
1147	0.18721883	0.6021163
1148	0.8072394	0.68704826
1149	0.23007171	0.8787066
1150	0.8369352	0.7472744
1151	0.6637042	0.84728634
1152	0.8387798	0.76055104
1153	0.10136385	0.63529724
1154	0.5882975	0.5043786
1155	-0.5294746	0.8589784
1156	0.96862626	0.56169504
1157	0.5916065	0.48800772
1158	0.599528	0.94380325
1159	0.29336783	0.5768256
1160	0.93999237	0.8931085
1161	-0.035239745	0.7377402
1162	0.6344164	0.35783795
1163	0.8790035	0.51595575
1164	0.701361	0.4982095
1165	0.20348498	0.55734396
1166	0.61494035	0.8493119
1167	0.65914637	0.68882483
1168	0.029730773	0.5291406
1169	0.61833227	0.7036968
1170	0.66378504	0.8714122
1171	0.6774821	0.79184455
1172	0.31147572	0.55810606
1173	0.5451932	0.7338484
1174	0.16917406	0.9044648
1175	0.3203631	0.88046795
1176	-0.25882727	0.72410274
1177	0.5937709	0.9205126
1178	0.042926	0.8526522
1179	0.6456667	0.63351697
1180	-0.3175366	0.64003474
1181	0.92447627	0.5876698
1182	0.59904915	0.049730197
1183	-0.059893068	0.67009133
1184	-0.036689572	0.7204888
1185	0.13394515	0.76603305
1186	0.748801	0.83991486
1187	0.6234374	0.82344246
1188	0.008837732	0.7401444
1189	0.89035726	0.829338
1190	0.56761485	0.8978932
1191	0.65824807	0.62927544
1192	0.3505974	0.47139645
1193	-0.26835716	0.667755
1194	-0.23679614	0.81779605
1195	0.6518351	0.40316528
1196	0.67361987	0.68704486
1197	0.53575855	0.68067914
1198	0.6299097	0.7569126
1199	-0.030836148	0.6461232
1200	0.6370387	0.8870279
1201	0.70688045	0.53152776
1202	0.12883602	0.9136001
1203	0.5666137	0.33869374
1204	0.022464627	0.5591422
1205	0.732191	0.60620946
1206	-0.10881404	0.937895
1207	0.29915193	0.4800938
1208	0.64574456	0.86367106
1209	0.785798	0.76794714
1210	0.8847901	0.83141893
1211	0.32549483	0.5705551
1212	0.7201761	0.16969864
1213	0.00023229908	0.4020872
1214	0.037179906	0.6507088
1215	0.69709426	0.7594072
1216	0.7633892	0.86680686
1217	0.5532475	0.61764336
1218	0.9821208	0.42525434
1219	0.95622915	0.92257077
1220	0.4751966	0.6145776
1221	0.8892753	0.6471371
1222	0.086920805	0.7880872
1223	0.14565903	0.7313813
1224	0.597885	0.9005899
1225	0.14400148	0.455897
1226	0.6536922	0.7580644
1227	0.7896425	0.6041825
1228	0.5703572	0.8455294
1229	0.60128325	0.77963895
1230	0.6784621	0.67611974
1231	0.5780589	0.8341778
1232	0.7220535	0.7708848
1233	0.32092476	-0.21585318
1234	0.37594423	0.91393954
1235	0.27254423	0.87155515
1236	0.6739286	0.8594599
1237	0.7314243	0.735545
1238	0.62256485	0.7418016
1239	0.49977076	0.7094207
1240	0.73972166	0.898486
1241	0.9043653	0.60376644
1242	0.63971967	0.94097483
1243	0.28966647	0.22175087
1244	0.5384133	0.42555374
1245	-0.031057613	0.75481856
1246	0.9033109	0.4419989
1247	0.2556025	0.76189727
1248	0.7974065	0.79610586
1249	0.73038155	0.9308632
1250	-0.53241074	0.8249132
1251	0.5938401	0.38731354
1252	0.2436923	0.8591387
1253	0.8156574	0.87656265
1254	0.33373842	0.60195196
1255	0.6857086	-0.011878129
1256	0.69725835	0.438235
1257	0.035981905	0.9096836
1258	0.5216384	0.9506251
1259	0.62569684	0.43269363
1260	0.8001484	0.71237385
1261	0.8394888	0.7994883
1262	0.48595652	0.6924606
1263	0.1257593	0.78395575
1264	0.27160272	0.84174603
1265	0.3948301	0.6346526
1266	0.53498614	0.691361
1267	-0.31598657	0.7659898
1268	-0.065394215	0.7917282
1269	-0.36274824	0.7317719
1270	0.48900974	0.8299006
1271	0.39524734	0.6026987
1272	0.34737012	0.66700274
1273	0.117733955	0.808124
1274	0.6622944	0.610612
1275	0.60872996	0.121141165
1276	0.58218503	0.5534923
1277	0.74606895	0.9392301
1278	0.8816288	0.7507815
1279	0.62974906	0.45770127
1280	0.6258944	0.4832019
1281	-0.18978283	0.7850294
1282	0.66545826	0.73688626
1283	0.9623285	0.13729803
1284	0.5891041	0.7866231
1285	0.7947611	0.80200666
1286	-0.5030844	0.73071116
1287	-0.061974008	0.64385337
1288	0.81116694	0.34524015
1289	0.873526	0.65539354
1290	-0.31408808	0.8724319
1291	0.5792122	0.7261265
1292	0.9153908	0.79231143
1293	-0.50262296	0.866387
1294	0.7646089	0.5216193
1295	-0.4861686	0.81784064
1296	0.6022326	0.7436255
1297	0.91208076	0.626856
1298	-0.16853096	0.6244212
1299	-0.3851175	0.52768725
1300	0.2945429	-0.010263115
1301	0.60882956	0.7655154
1302	0.5136965	0.9273294
1303	0.08009097	0.8904235
1304	0.6163322	0.94336617
1305	0.72568727	-0.12187184
1306	0.8471541	0.8709726
1307	0.7819263	0.04437829
1308	0.76034546	0.9278032
1309	0.8228481	0.8239085
1310	-0.19943191	0.5818445
1311	0.8067441	0.7242766
1312	0.20698757	0.404791
1313	0.39322737	0.5092121
1314	0.9195373	0.7175613
1315	0.683063	0.46659338
1316	-0.603715	0.8482356
1317	0.74383986	0.50989807
1318	0.25509307	0.24899009
1319	0.64100975	0.7015669
1320	0.73281085	0.8033493
1321	0.850749	0.97817713
1322	0.6536042	-0.28623313
1323	0.4809434	0.45423415
1324	-0.09721571	0.7734515
1325	-0.4574112	0.8344527
1326	0.82739073	0.68174356
1327	0.43991992	0.66165286
1328	0.9019727	0.7036467
1329	0.75472677	0.9352356
1330	0.9137454	0.20080756
1331	0.5928284	0.73624253
1332	0.38558272	0.89425695
1333	0.3187337	0.8277547
1334	0.86054546	0.59647423
1335	0.38764417	0.858992
1336	0.9291006	0.5013639
1337	0.5291086	0.30531856
1338	0.2512122	0.5913671
1339	0.67230564	0.79515874
1340	-0.36148	0.26478502
1341	0.54143196	0.11619628
1342	0.374363	0.54715466
1343	0.61338395	0.83087915
1344	-0.36090964	0.72975147
1345	0.5231691	0.77819663
1346	0.30643314	0.8286387
1347	-0.12707072	0.32315144
1348	0.6590226	0.78125554
1349	0.6041834	0.9030059
1350	-0.26441357	0.7329572
1351	0.36328524	0.72505397
1352	0.14327371	0.8573974
1353	0.49358377	-0.13172369
1354	0.90117896	0.6848305
1355	0.71131104	0.9664846
1356	0.6538252	0.91147906
1357	0.8691008	0.5249377
1358	0.85157454	0.71131206
1359	-0.26234812	0.5180875
1360	0.69375944	0.81375027
1361	0.7135363	0.8729586
1362	0.8903722	0.86493945
1363	0.25602686	0.9323649
1364	0.76037467	0.91008073
1365	0.26503134	0.5954238
1366	0.16538736	0.6806767
1367	0.9773391	0.6127189
1368	0.51654387	0.5944997
1369	0.4328478	0.4590375
1370	0.94394827	0.42259276
1371	0.91471845	0.80286074
1372	0.3972671	0.92196935
1373	0.74278677	0.367168
1374	0.6029184	0.3647479
1375	0.18776572	0.5490421
1376	0.89322746	0.7801855
1377	0.46866807	0.7270739
1378	0.70904636	0.7952075
1379	-0.26723197	0.62384856
1380	0.69223785	0.35994932
1381	0.7008523	0.74284506
1382	0.61205703	0.7628263
1383	0.23952562	0.7447265
1384	0.6351859	0.4775297
1385	0.7368008	0.9181546
1386	0.18336485	0.93730307
1387	0.6251973	0.44291925
1388	0.711227	0.8897144
1389	0.44385338	0.6398233
1390	0.6648976	0.5323789
1391	-0.09717832	0.8973233
1392	0.56872606	0.50892305
1393	0.75927687	0.76041514
1394	0.7898497	0.61026704
1395	0.62745947	0.69358295
1396	0.9251035	0.7455074
1397	0.09243947	0.7131463
1398	0.19779864	0.7708442
1399	0.9631498	0.7765914
1400	-0.31943217	0.8687564
1401	-0.044720184	0.66694325
1402	0.5392993	0.39538893
1403	0.47509357	0.67862874
1404	0.84811443	0.57783
1405	0.47399595	0.9709129
1406	0.80697346	0.768184
1407	0.8598418	0.7796325
1408	0.3022349	0.77004355
1409	0.34221503	0.48855093
1410	0.90674305	0.8130683
1411	0.24256934	0.80072474
1412	-0.31933305	0.76359177
1413	0.44128853	0.7688414
1414	0.8196613	0.889891
1415	0.9058351	0.6483406
1416	0.8584807	0.68770564
1417	0.525007	0.76233876
1418	0.7986022	-0.30761096
1419	0.59617656	0.8305721
1420	0.21815956	0.6837079
1421	0.54733014	0.63007563
1422	0.6129628	0.46196195
1423	-0.5750801	0.7327188
1424	0.2893113	0.623274
1425	0.77379364	0.17275755
1426	0.66649175	-0.10945366
1427	0.039117184	0.6441897
1428	0.56714547	0.9560233
1429	0.6410214	0.19834103
1430	0.7108456	0.54373646
1431	0.6708185	0.37441522
1432	-0.29700738	0.66726387
1433	0.44357523	-0.05967135
1434	0.3646027	0.8999751
1435	0.14353032	0.8240349
1436	0.7131975	0.81819457
1437	0.55793357	0.8576089
1438	0.95320857	0.60441303
1439	0.19870162	0.7359975
1440	0.67583436	0.7745825
1441	0.23545581	0.9275803
1442	-0.009695785	0.63230085
1443	0.59815407	0.74813044
1444	0.8587	0.23160146
1445	0.7797557	0.43008825
1446	0.043874074	0.00065862876
1447	0.8161124	0.58017457
1448	-0.08085235	0.936215
1449	0.6861848	0.86654985
1450	0.7017733	0.5276778
1451	0.5145586	0.939318
1452	0.6244642	0.8710942
1453	0.0034185175	0.79103434
1454	0.17777622	0.7277466
1455	0.6780364	0.86729294
1456	0.94367737	0.5761504
1457	0.8377147	0.3446003
1458	0.14191452	0.7154778
1459	0.055678252	0.68842584
1460	-0.36024287	0.68841606
1461	0.7640346	0.40566158
1462	0.043152343	0.57142186
1463	0.25020692	0.5942133
1464	0.6955005	0.9510901
1465	0.86108375	0.23183028
1466	0.89410025	0.7174554
1467	0.63394547	0.19555843
1468	0.7941451	0.37475064
1469	0.78051305	0.6079749
1470	0.5616082	0.6825983
1471	-0.015347468	0.8328574
1472	0.68298286	0.43010202
1473	0.19735193	0.66535515
1474	0.5980908	0.86285365
1475	-0.32542846	0.708133
1476	0.01623959	0.9019867
1477	0.6050399	0.8108332
1478	0.5408505	0.46204925
1479	0.7107613	0.5990544
1480	0.25470668	0.21358462
1481	0.33228037	0.6987719
1482	-0.24494004	0.8076014
1483	0.4613189	0.8698642
1484	0.37689167	0.52605224
1485	-0.26745033	0.8226964
1486	0.571104	0.38172507
1487	0.8114275	0.8468017
1488	0.43980998	0.5944681
1489	0.54533917	0.6806827
1490	0.65383786	0.5949254
1491	0.8012997	0.685867
1492	0.6526668	0.5889429
1493	0.7370047	0.8608274
1494	-0.044378832	0.7692603
1495	-0.48739418	0.4524473
1496	0.52391016	0.47074965
1497	-0.15621708	0.77295274
1498	0.03327886	0.4623309
1499	0.74154764	0.70041215
1500	0.13003816	0.6697644
1501	0.17500106	0.76657254
1502	0.67867786	0.2855358
1503	0.26739573	0.24639627
1504	0.7858219	0.43656054
1505	0.5259817	0.2329965
1506	0.2745241	0.73226744
1507	0.83759665	0.34988475
1508	0.5780451	0.8409527
1509	0.7430547	0.64279205
1510	0.47606465	0.22797158
1511	0.122767925	0.8882583
1512	0.5903427	0.73041886
1513	0.75925684	0.7925188
1514	0.6025979	0.76844525
1515	-0.040567957	0.6214375
1516	0.44428125	0.5373527
1517	0.7108229	0.6804252
1518	-0.27773643	0.83853877
1519	0.47542554	0.42795074
1520	0.9283635	0.73252493
1521	-0.07296656	0.74173605
1522	0.91191167	0.23561625
1523	-0.62193257	0.8448799
1524	0.63824594	0.18047094
1525	0.6929821	0.6024148
1526	0.92159414	0.33637685
1527	-0.07242174	0.5758205
1528	0.47853774	0.83678734
1529	0.5019456	0.89131004
1530	0.80915815	0.6849182
1531	0.66693574	0.81431687
1532	0.795484	0.42072594
1533	0.16529635	0.5876378
1534	0.8916204	0.88830745
1535	0.24986523	0.83288014
1536	0.9705449	0.4557511
1537	0.73545057	0.87771046
1538	0.7251105	0.9772112
1539	0.85595614	0.4137935
1540	0.8353221	0.48205295
1541	0.523342	0.7452883
1542	-0.39858115	0.614078
1543	0.9509847	0.41475075
1544	0.650202	0.52793014
1545	0.3767557	0.72120464
1546	0.85393757	0.6057805
1547	0.116349995	0.78764457
1548	0.777618	0.85644287
1549	-0.1130124	0.5498748
1550	0.29699984	-0.08416388
1551	0.6436189	0.25090253
1552	0.88812894	0.7787905
1553	0.50839454	0.6727716
1554	0.40784192	0.7076949
1555	0.2303973	0.5632662
1556	0.80461067	0.69329506
1557	0.41780004	0.7963297
1558	0.5855849	0.76562953
1559	0.4239067	0.42017463
1560	0.7981163	0.9343405
1561	0.7931459	0.11933925
1562	0.5784377	0.79290855
1563	0.6248218	0.5135001
1564	0.9279051	0.9203433
1565	0.37661833	0.847694
1566	-0.057303775	0.873445
1567	0.027808992	0.8946156
1568	0.75210285	0.5617262
1569	0.20271277	0.800956
1570	0.15882514	0.81700945
1571	0.884399	0.66738105
1572	-0.028178142	0.59011453
1573	0.957718	0.9309175
1574	0.73835653	0.27380627
1575	0.51598823	0.692636
1576	0.74135655	0.80322134
1577	0.6042575	0.7709317
1578	0.8513638	0.83298856
1579	0.6982703	0.7798057
1580	0.8133774	0.7271127
1581	0.38781273	0.8751795
1582	0.90462196	0.6548146
1583	0.28900194	0.90642685
1584	0.14759803	0.7018078
1585	0.5091111	0.8023284
1586	0.74683315	0.49226937
1587	0.5699951	-0.04888892
1588	0.5295115	0.75666475
1589	0.11608879	0.2900728
1590	0.35040864	0.47802436
1591	0.78061193	0.5570267
1592	0.16692139	0.8898087
1593	0.63944215	0.6635009
1594	0.276019	0.71509784
1595	0.7165514	0.8456166
1596	0.4229751	0.70008636
1597	0.7031043	0.6673705
1598	0.35050228	0.7170648
1599	0.34505075	0.7644749
1600	0.83183175	0.87160915
1601	0.35152286	0.8811483
1602	0.8443269	0.93643355
1603	0.58463275	0.8318172
1604	0.36637276	0.88027227
1605	-0.15556373	0.6059202
1606	-0.07014515	0.5673783
1607	0.17920066	0.73938644
1608	0.8123513	0.7364022
1609	0.795115	0.88665235
1610	0.47018114	0.66164637
1611	0.6745586	0.5255402
1612	0.31749725	0.69166875
1613	0.6961678	0.8492061
1614	0.687495	0.67232525
1615	-0.420796	0.6753695
1616	0.39283493	0.7106485
1617	0.1330189	0.87281567
1618	0.98427147	0.47364348
1619	0.6020503	0.51135254
1620	0.7507144	0.8673502
1621	0.7062795	0.7999697
1622	0.29053798	0.7314817
1623	0.28767988	0.7163011
1624	0.9021856	0.44224837
1625	0.7185558	0.8565353
1626	0.28755936	0.8104973
1627	0.8004429	0.85549796
1628	0.77943575	0.8396772
1629	0.5629197	0.5741088
1630	0.07632625	0.93430686
1631	0.8552869	0.8487429
1632	0.53003323	0.1821495
1633	0.49867103	0.6863063
1634	0.7075373	0.81694394
1635	0.5685943	0.056084223
1636	0.2538824	0.735479
1637	0.7053244	0.8202778
1638	0.53515464	0.5802997
1639	0.5201257	0.93796515
1640	0.42055923	0.47525713
1641	0.1504332	0.613998
1642	0.49524242	0.6253633
1643	0.70935273	0.71917814
1644	0.4786222	0.435927
1645	0.800627	0.76186335
1646	0.5130535	0.949103
1647	0.22841418	0.82850116
1648	0.06259052	0.5050059
1649	0.6940758	0.6054719
1650	0.14918487	0.10802
1651	-0.34523892	0.60204595
1652	-0.40631846	0.88960594
1653	0.29428068	0.5103684
1654	0.5431622	0.4888216
1655	0.98283285	0.78016895
1656	0.18308401	0.8729157
1657	0.38493347	0.58927506
1658	0.053260233	0.9034274
1659	0.7055215	0.78949815
1660	0.7220703	0.59537935
1661	0.708229	0.4136079
1662	-0.20879161	0.43084988
1663	-0.17388114	0.7373643
1664	0.8600552	0.03460132
1665	0.911512	0.40692434
1666	0.6367518	0.71392024
1667	0.5777169	0.55115306
1668	0.8710723	0.78817546
1669	0.60854846	0.120332055
1670	0.48588043	0.12329016
1671	0.17297648	0.5329678
1672	0.88994414	0.79636633
1673	0.37484482	0.8289853
1674	0.5386016	0.58524865
1675	0.53475136	0.6331238
1676	0.5589588	0.7024899
1677	0.569187	0.73781836
1678	0.5540934	0.5948728
1679	-0.5116325	0.75130117
1680	-0.07334129	0.49820903
1681	0.48447365	0.7213457
1682	-0.0858043	0.7623681
1683	0.8942317	0.7479465
1684	0.7039539	0.76215446
1685	-0.20183513	0.7819622
1686	0.62097174	0.46904016
1687	0.4927449	0.7736474
1688	0.6790856	0.5651125
1689	0.52916867	0.87585604
1690	0.6348139	0.5570187
1691	0.27784878	0.73931485
1692	-0.40801644	0.641935
1693	0.21591435	0.74715936
1694	-0.101436414	0.8462451
1695	0.44726884	0.86346906
1696	0.9024837	0.49522802
1697	0.49254376	0.8116312
1698	0.8696599	0.89368004
1699	0.7245892	0.67882746
1700	0.64480454	-0.02935187
1701	0.24492855	0.21952017
1702	0.28221104	0.8282367
1703	0.50746065	-0.17871551
1704	0.5690611	0.26181042
1705	0.87571865	0.7820287
1706	0.8156557	0.2409632
1707	0.5894419	0.8723087
1708	0.13415869	0.69751865
1709	0.8635839	0.6993897
1710	0.37210777	0.56151265
1711	0.5367272	0.18911575
1712	0.3166151	0.8889394
1713	0.86155814	0.75622594
1714	-0.41918182	0.83700466
1715	0.2000136	0.23432003
1716	0.592747	0.92462116
1717	0.66592544	0.76684934
1718	0.5939111	0.69170755
1719	0.62964725	0.9731617
1720	0.32700825	0.2714841
1721	0.8857629	0.24776824
1722	-0.555891	0.2204843
1723	-0.15776034	0.38967535
1724	0.6278582	0.47227484
1725	0.77772355	0.3327813
1726	0.53467953	0.8708389
1727	0.008226227	0.30901176
1728	0.65857714	0.76495177
1729	0.5570752	0.79285914
1730	-0.29430774	0.7614782
1731	0.25853238	0.9361302
1732	0.7339945	0.58625704
1733	0.55014133	0.43494847
1734	0.5426074	0.28119504
1735	-0.1495097	0.51118165
1736	0.7803467	0.49560344
1737	0.723755	0.7582477
1738	0.2957838	0.152658
1739	0.522346	0.45687386
1740	0.72366136	0.9328706
1741	-0.16597319	0.8435558
1742	0.395988	0.44332856
1743	0.7387511	0.5581349
1744	0.6941168	0.8404961
1745	0.4854678	0.24210727
1746	-0.44045466	0.7136439
1747	0.30128515	0.9194228
1748	0.6673151	0.26353812
1749	0.5879758	0.4095746
1750	-0.46491477	0.74024856
1751	-0.7941762	0.75698227
1752	0.5749136	0.35370862
1753	0.22411422	0.90924215
1754	0.47903508	0.7596888
1755	0.7387949	0.84389293
1756	0.0654302	0.5820694
1757	0.74395186	0.6494627
1758	0.3510948	0.64454365
1759	0.7080357	0.76603377
1760	-0.47643217	0.6110018
1761	0.5956632	0.96462274
1762	0.26777402	0.8172756
1763	0.88488346	0.3501574
1764	0.55701727	0.7796772
1765	0.60944164	0.7533556
1766	-0.3444908	0.8354816
1767	0.17067607	0.33660454
1768	0.18518314	0.97035193
1769	0.6174656	0.3044696
1770	0.49386978	0.53775
1771	-0.06594622	0.5957837
1772	0.8641984	0.8766077
1773	0.5359059	0.6844668
1774	0.6351077	0.5735571
1775	-0.14110634	0.7375845
1776	0.5395496	0.8327835
1777	0.3062399	0.7860394
1778	0.36593348	0.6871075
1779	0.47043028	0.8816419
1780	0.92366505	0.5371816
1781	0.27610186	0.301198
1782	0.6189312	0.7478298
1783	0.5989577	0.76776177
1784	0.41350365	0.6487489
1785	0.5733507	0.77017593
1786	0.61774105	0.9582967
1787	0.756766	0.81325155
1788	-0.018826393	0.7903104
1789	0.60973215	0.58345366
1790	0.66298455	0.8544196
1791	0.6446	0.8515703
1792	0.841295	0.5815358
1793	0.66428787	0.24420503
1794	0.7059647	0.7483518
1795	0.4389864	0.8091829
1796	0.5913792	0.64654696
1797	0.6885828	0.22706829
1798	0.7585975	0.82000613
1799	0.63336325	0.6722973
1800	0.44102862	-0.15581946
1801	0.9510076	0.22498953
1802	0.64657104	0.89820045
1803	0.6877199	0.7761416
1804	0.36666057	0.7510315
1805	0.84808946	0.6873511
1806	0.80154204	0.83536965
1807	0.76414555	0.7994462
1808	0.6931441	0.78423405
1809	0.77222043	0.812253
1810	0.58310896	0.5399246
1811	0.8879298	0.5748432
1812	0.5742869	0.264794
1813	0.4170876	0.69868255
1814	0.8238656	0.88198775
1815	0.8634333	0.7563336
1816	0.42650688	0.88237983
1817	0.776017	0.9314589
1818	-0.18249506	0.69451237
1819	0.6520475	0.6814934
1820	0.90323544	0.6344416
1821	0.7294034	0.7986952
1822	0.5110093	0.8151966
1823	0.7313481	0.82036763
1824	0.8378899	0.75450385
1825	0.09827709	0.6701449
1826	0.8755721	0.2157878
1827	0.30136505	0.80739814
1828	-0.13762344	0.69940627
1829	0.83270794	0.7726132
1830	0.27338272	0.77465874
1831	0.13477184	0.31271023
1832	0.63340336	0.7330407
1833	0.7869074	0.426157
1834	-0.53520566	0.68254423
1835	0.73554087	0.9100105
1836	0.52370304	0.8889203
1837	0.14155515	0.710933
1838	0.82852525	0.58928216
1839	0.41850677	0.81246585
1840	-0.6583312	0.8039876
1841	0.017235626	0.6784914
1842	0.82104754	0.9302323
1843	-0.16808301	0.5127377
1844	0.80152035	0.87173295
1845	0.9195942	0.4823684
1846	0.6151389	0.14606959
1847	0.08384556	0.8644584
1848	0.35809502	0.6546439
1849	0.76609766	0.10872096
1850	0.6482577	0.89603275
1851	0.7972431	0.9943026
1852	0.119596794	0.45442757
1853	0.6848637	0.54129404
1854	0.7353299	0.6642412
1855	0.90197504	0.8503692
1856	0.57385767	-0.022293868
1857	0.95026964	0.84291136
1858	-0.8599761	0.64771944
1859	0.11309941	0.8106537
1860	0.7622333	0.0130048
1861	0.9487713	0.6253102
1862	0.8872777	0.9309361
1863	0.2012654	0.08549133
1864	-0.11825019	0.74509454
1865	0.8919009	0.29418775
1866	0.58029836	0.46719185
1867	0.42193833	0.6604859
1868	-0.16570921	0.46931684
1869	0.8751408	0.7370054
1870	0.7339379	0.82828254
1871	0.63559955	0.41159707
1872	0.4697422	0.5952753
1873	0.10207648	0.864397
1874	0.78300357	0.9275192
1875	-0.36844954	0.28151342
1876	0.5742859	0.7858618
1877	0.27340865	0.7183865
1878	0.46043766	0.79270726
1879	0.57195383	-0.62715286
1880	0.82431597	0.78206086
1881	0.47799334	0.8979634
1882	0.91516393	0.80282944
1883	0.80709535	0.6101442
1884	0.012839244	0.5871445
1885	0.5897956	0.70118225
1886	0.6696903	0.32329375
1887	0.6063628	0.815856
1888	0.027518075	0.49908918
1889	0.17046972	0.47898182
1890	0.80832195	0.9317745
1891	0.93328565	0.37072945
1892	0.45941183	0.6667073
1893	0.54036653	0.6340356
1894	0.4214091	0.82409096
1895	0.6056507	0.4932765
1896	0.78606635	0.004727626
1897	0.8742898	0.8239417
1898	0.64172703	0.5352482
1899	-0.11115456	0.86515266
1900	0.4587757	0.75419915
1901	0.45053825	0.6422589
1902	0.5359796	0.8782432
1903	0.7112509	-0.09317511
1904	0.48778564	0.44688264
1905	0.6828154	0.79984707
1906	0.414361	0.6908301
1907	0.41824594	0.410947
1908	0.3300951	0.71513045
1909	-0.25736433	0.6824589
1910	0.4602754	0.81736416
1911	0.23602825	0.4748443
1912	-0.89655834	0.8747
1913	0.6110789	0.7230182
1914	0.32296053	0.12701415
1915	0.8022523	0.48071876
1916	0.5740276	0.8108872
