sample	random.continuous_basic.proteomics	random.continuous_basic.metagenomics
1917	0.6901432	0.8290815
1918	0.5718058	0.67862445
1919	0.5347197	0.49925283
1920	0.12101826	0.8058887
1921	0.37108168	0.5941907
1922	0.28264758	0.45292366
1923	0.38524932	0.4111413
1924	0.628536	-0.07725757
1925	0.22721422	0.9333053
1926	0.6365074	0.6436832
1927	0.11135084	0.34526807
1928	-0.15587121	0.9114302
1929	0.8663172	0.7308192
1930	0.20160557	0.73034114
1931	-0.32134372	0.8131395
1932	-0.6337882	0.7520251
1933	0.41798294	0.6369273
1934	0.94389826	0.69780254
1935	-0.30396524	0.8184093
1936	0.6382813	0.7034538
1937	0.55916464	0.5555542
1938	0.84820026	0.41905597
1939	0.951212	0.43493983
1940	0.7807667	0.70956403
1941	0.61361414	0.36196342
1942	0.6652321	0.82335454
1943	0.7627232	0.5276814
1944	0.69769174	0.2900531
1945	0.6168491	-0.017427962
1946	0.7928491	0.8259031
1947	0.3821623	0.65872014
1948	0.098427296	0.47651508
1949	0.8746535	0.36937112
1950	-0.03936128	0.8068254
1951	0.6889524	0.8978541
1952	0.5092471	0.90343916
1953	0.46723664	0.74452937
1954	0.16136982	0.782534
1955	-0.32275745	0.7755063
1956	0.45259082	0.76232845
1957	0.7422724	0.42302877
1958	0.8142076	0.8442002
1959	0.892052	0.8402164
1960	0.94484967	0.91279995
1961	0.8920935	0.0933286
1962	-0.41399103	0.86531425
1963	0.7108616	0.58006173
1964	-0.32044625	0.7066162
1965	0.42426434	0.622942
1966	0.48105502	0.5546922
1967	-0.07733425	0.7714472
1968	0.37155068	0.886966
1969	-0.5670042	0.70559734
1970	0.8760251	0.060171355
1971	0.5526738	0.46454903
1972	0.90914077	0.48897097
1973	0.852349	0.9498683
1974	0.9739909	0.18215926
1975	0.5908785	0.636328
1976	0.84383917	0.40056106
1977	0.6863278	0.9261039
1978	0.4299421	0.6212896
1979	0.5216884	0.929164
1980	0.3943333	0.70034367
1981	0.82358116	0.7803211
1982	0.6145852	0.47656307
1983	0.45469484	0.5483054
1984	0.89804745	0.74566144
1985	-0.54689837	0.7362019
1986	0.82456225	0.035782225
1987	0.4598761	0.7275482
1988	0.32625577	0.85746837
1989	0.3158815	0.3181507
1990	0.07959806	0.7198497
1991	0.51924497	0.93436813
1992	0.066612296	0.39954498
1993	0.7680334	0.7624452
1994	0.57442284	0.4498837
1995	0.47437832	0.558866
1996	0.2759201	0.17825557
1997	0.14129823	0.43944296
1998	0.67075604	0.88912773
1999	0.8312959	0.7907463
2000	0.9567239	0.9248909
2001	0.37702924	0.71921885
2002	0.018098537	0.73405933
2003	0.09294196	0.5391228
2004	0.38495073	0.7570905
2005	0.68400913	0.38895506
2006	-0.19838063	0.7954684
2007	0.91692823	0.43134058
2008	0.8146788	0.7797345
2009	0.6361602	0.7500213
2010	0.29285985	0.91581863
2011	0.33287567	0.50500286
2012	0.26166275	0.62937844
2013	0.70286775	0.511544
2014	0.44444588	0.4931461
2015	-0.52355385	0.8722337
2016	0.20094378	0.76472396
2017	0.45022637	0.32636666
2018	0.22059496	0.87899137
2019	0.83409536	-0.02519986
2020	0.7646477	0.45032874
2021	0.83256674	0.95507944
2022	0.39914268	0.7544948
2023	0.300773	0.814614
2024	0.59640247	0.9305808
2025	0.5156298	0.6698571
2026	0.1320862	0.50888914
2027	0.6409622	0.6349347
2028	0.25489196	0.31020236
2029	0.17846864	0.3060432
2030	0.41634005	0.5960899
2031	0.54581827	0.7669645
2032	0.59084076	0.82763994
2033	0.9672669	0.6750281
2034	0.10217283	0.11866363
2035	0.69619054	0.5505197
2036	0.2073912	0.53700256
2037	0.8039985	0.6807286
2038	0.93527687	0.09954348
2039	0.29374066	0.37504897
2040	0.114247955	0.9546494
2041	-0.30493283	0.7460327
2042	0.4629598	0.7716941
2043	0.25611797	0.6706837
2044	0.122684605	0.72732913
2045	0.5762679	0.34080976
2046	0.5598045	0.67265284
2047	0.6251112	0.7779401
2048	0.58842754	0.51127505
2049	-0.018672133	0.75952023
2050	0.98970497	0.65619814
2051	-0.05606024	0.5467345
2052	0.7363199	0.70426303
2053	0.9065958	0.65010285
2054	0.09502152	0.6371976
2055	0.6876764	0.69936746
2056	0.6664911	0.67379194
2057	0.29625744	0.55445457
2058	0.74621624	0.61868614
2059	0.62507576	0.5578843
2060	0.16662681	0.5837532
2061	-0.039723184	0.5797971
2062	0.7007847	0.8583316
2063	0.20366365	0.69755906
2064	0.22929975	0.95017016
2065	0.41820264	0.5221658
2066	0.63289905	0.7513131
2067	0.28990865	0.69957626
2068	0.77573526	0.775179
2069	0.73406416	0.37879726
2070	0.66960585	0.69288814
2071	0.7640177	0.26720992
2072	0.80335647	0.7604272
2073	0.6543504	0.9124061
2074	0.53314716	0.56848216
2075	-0.07402065	0.73193026
2076	0.90876937	0.7190092
2077	0.21406868	0.6463216
2078	0.79707617	0.83735925
2079	0.011241097	0.66356856
2080	0.5627228	-0.16183576
2081	0.45576078	0.7699276
2082	0.6475167	0.39551562
2083	0.83768064	0.636547
2084	0.6127742	0.48194048
2085	0.268277	0.5273399
2086	0.8955717	0.8699866
2087	0.5636195	0.1278002
2088	0.29109505	0.20246007
2089	0.86916924	0.47957388
2090	0.7195283	0.82794154
2091	0.6595694	0.7559033
2092	0.7019119	0.49066108
2093	0.8163583	-0.06722926
2094	0.86762685	0.6178198
2095	0.7439615	0.6278935
2096	0.40047994	0.90278965
2097	0.84932834	0.75162125
2098	0.8650808	0.50019026
2099	0.7851999	0.55466235
2100	0.6163866	0.7629334
2101	0.8318019	0.00017773296
2102	0.29230487	0.6485482
2103	0.4404026	0.7397116
2104	0.7728196	0.24495429
2105	0.36169866	0.83670914
2106	0.5087971	0.76414007
2107	0.6730507	0.6291301
2108	0.57626325	0.6295776
2109	-0.5112497	0.7834006
2110	0.01680337	0.9001987
2111	0.7300435	0.671658
2112	0.8857168	0.8136033
2113	0.04007995	0.8494328
2114	0.80807537	0.73032576
2115	0.51032877	0.7365091
2116	0.002574329	0.71971387
2117	0.3789544	0.7003555
2118	0.8906356	0.67165864
2119	0.8697963	0.70010203
2120	0.34167475	0.4865178
2121	0.9471824	0.7680909
2122	0.7811431	0.17626311
2123	0.32758832	0.73468006
2124	0.6036039	0.91838557
2125	-0.017306082	0.31285354
2126	0.5921512	0.57079285
2127	0.9276176	0.8158575
2128	0.87167525	0.19366772
2129	0.8222608	0.43889162
2130	0.62779486	0.49685287
2131	0.6868303	0.8655996
2132	0.71261764	0.47896716
2133	0.8035446	0.76686776
2134	0.8495301	0.769496
2135	0.64432377	0.7819772
2136	0.1206986	0.5748079
2137	0.6395336	0.9088809
2138	0.27706352	0.8204611
2139	0.8365502	0.41793936
2140	0.6962538	0.36046848
2141	0.877754	0.62119704
2142	0.65278107	0.73679394
2143	0.8946255	0.45805383
2144	0.7366318	0.5781405
2145	0.9393287	0.5297182
2146	0.52260405	0.7374276
2147	0.26396585	0.7288183
2148	0.30713466	0.5658087
2149	0.5781579	0.7608285
2150	-0.15469986	0.7619057
2151	0.4819413	0.082549065
2152	0.6967226	0.73630553
2153	0.8970657	0.7777157
2154	0.746565	0.83810383
2155	0.20392214	0.5125748
2156	0.54973364	0.7643323
2157	0.6383045	0.7476534
2158	0.18248701	0.7116106
2159	0.59903467	0.47270897
2160	0.7373599	0.72396225
2161	-0.039564468	0.67464656
2162	0.48608565	0.5448218
2163	0.91394347	0.555293
2164	0.81954306	0.69675106
2165	0.3609352	0.81570464
2166	0.991837	0.53799367
2167	0.3507518	0.84184885
2168	0.52963775	0.42594793
2169	0.55761886	0.7761539
2170	0.7317036	0.74940586
2171	0.6409769	0.6018674
2172	0.9454449	0.7472901
2173	0.96251667	0.809526
2174	0.93817395	0.9000268
2175	0.76180345	0.74230945
2176	0.77684945	0.8449084
2177	-0.4995532	0.658596
2178	0.9583416	0.6967239
2179	0.2892037	0.8359629
2180	0.2273601	0.58318436
2181	-0.10967334	0.67628694
2182	0.06630915	0.82974565
2183	0.8719346	0.92205405
2184	0.680256	0.76479256
2185	0.58758956	0.9068969
2186	0.5280074	0.64974296
2187	0.53783053	0.5980521
2188	0.5363638	0.60674167
2189	0.22010592	0.6763931
2190	0.48756114	0.7225377
2191	0.47316942	0.64128065
2192	0.4228895	0.48555642
2193	0.2233868	0.65320647
2194	0.09732425	0.59088004
2195	0.87096924	0.64380157
2196	0.6543483	0.6242444
2197	0.8956745	0.37357005
2198	0.9236762	0.7138678
2199	0.3762485	0.8091193
2200	-0.21256787	0.76230735
2201	0.8876569	0.4393138
2202	0.34985563	0.84247583
2203	0.817183	0.9001552
2204	0.39790878	0.5410104
2205	-0.045616344	0.7352331
2206	0.86048573	0.6298201
2207	0.1270974	0.37749222
2208	0.6106649	0.55554086
2209	0.92498803	0.88223463
2210	0.034186106	0.58102185
2211	0.42441547	0.5016025
2212	0.49157098	0.8123945
2213	0.7684311	0.7652114
2214	0.07914003	0.37186998
2215	0.28880882	0.6504449
2216	0.8742308	0.7438615
2217	-0.14872536	0.8972466
2218	0.646148	0.8404343
2219	0.85504395	0.42144468
2220	0.16791244	0.6762289
2221	0.4250497	0.63927585
2222	0.92142504	0.5179683
2223	0.7844758	0.8492668
2224	0.7424978	0.9552701
2225	0.6551374	0.94652814
2226	0.37210706	0.79269123
2227	0.37119803	0.4243961
2228	0.81223	0.8948135
2229	0.371125	0.7700858
2230	0.79058397	0.7852623
2231	0.4441023	0.44604927
2232	0.6456623	0.7893834
2233	0.9507666	0.76929915
2234	0.6358602	0.77569443
2235	0.33592597	0.62922007
2236	0.48986328	0.66324556
2237	0.82333463	0.83330196
2238	-0.1575412	0.83195734
2239	-0.14689285	0.29923353
2240	0.6619548	0.50484735
2241	0.4875039	0.8319092
2242	0.28494528	0.6505567
2243	0.9791023	0.7615449
2244	-0.65627813	0.76522505
2245	0.73933	0.7505341
2246	0.19842461	0.33349198
2247	0.1168401	0.6803611
2248	0.7609708	0.87430376
2249	0.38153037	0.7903177
2250	-0.63471746	0.6759102
2251	0.7232486	0.36880693
2252	0.6592229	0.7630368
2253	0.46133208	0.84854984
2254	0.80884266	0.66758966
2255	0.665064	0.9151025
2256	0.50602573	0.13266475
2257	-0.0033370475	0.68122613
2258	0.071056664	0.81559247
2259	0.7260065	0.5647176
2260	0.42677194	0.538816
2261	0.45587036	0.47433668
2262	0.493256	0.74915236
2263	0.91439515	0.53778327
2264	0.4279967	0.6260548
2265	0.75028354	0.8244061
2266	0.5935208	0.6998491
2267	0.6375899	0.7454103
2268	-0.16491148	0.75986606
2269	0.8928299	0.6892705
2270	-0.2994214	0.49714297
2271	0.47272322	0.71257174
2272	-0.5576366	-0.29731452
2273	-0.07391115	0.7646858
2274	0.3981612	0.72684073
2275	0.4743526	0.37634403
2276	0.97795624	0.8471432
2277	0.41478255	0.7704672
2278	0.27035013	0.5573155
2279	0.4318544	0.61172616
2280	0.45917353	0.61504066
2281	0.30140096	0.5191558
2282	-0.033486675	0.84128314
2283	0.31186154	0.5214951
2284	0.89986134	0.5572089
2285	-0.13855238	0.7632264
2286	0.5956105	0.86022353
2287	0.42306784	0.47420073
2288	0.93635494	0.7452345
2289	-0.027418582	0.7680039
2290	0.6196284	0.82275826
2291	0.7218431	0.7413987
2292	0.6954955	0.6480974
2293	0.21423323	0.88100684
2294	0.77954173	0.7396993
2295	0.51749855	0.55870575
2296	0.9787993	0.20945235
2297	0.5607772	0.72992545
2298	0.78007376	0.43816972
2299	0.41134408	0.81137156
2300	0.6664143	0.5901033
2301	0.41967493	0.8276352
2302	0.5196243	0.79047465
2303	0.7713153	0.9127226
2304	0.24069057	0.779279
2305	0.0981537	0.52020675
2306	-0.20458741	0.72228426
2307	0.55155003	0.5966685
2308	0.718055	0.79449457
2309	-0.038327895	0.83694935
2310	0.7352633	0.7100116
2311	0.18162252	0.65880126
2312	-0.42435515	0.6766433
2313	0.5209067	0.8508072
2314	0.1534068	0.48703685
2315	0.17723735	0.71085805
2316	0.78057975	0.60163826
2317	0.7752246	0.7166261
2318	0.63840723	0.4038857
2319	0.46415693	0.8064085
2320	0.8415027	0.2162583
2321	0.58408976	0.5414943
2322	0.820886	0.9394578
2323	0.31398392	0.47059175
2324	0.38379	0.7368449
2325	0.15739831	0.743036
2326	0.22320285	0.9371895
2327	0.1273079	0.72637796
2328	0.62343	0.4993564
2329	0.37662202	0.38345268
2330	0.33645764	0.8702656
2331	0.96590024	0.2893528
2332	0.95443255	0.5315147
2333	0.36286154	0.9123318
2334	0.17437091	0.63637453
2335	0.8623413	0.6598815
2336	0.52131003	0.82820547
2337	0.55002075	0.78200305
2338	0.20217235	0.8323443
2339	0.2677909	0.47068563
2340	0.66121376	0.68677884
2341	0.17603703	0.7982559
2342	-0.065373234	0.8984483
2343	0.77167296	0.56066185
2344	0.8082482	0.27251345
2345	0.75264186	0.7628442
2346	0.39664423	0.43420896
2347	0.6735222	0.5723526
2348	0.6557209	0.9183642
2349	0.9429508	0.73386705
2350	0.825218	0.8243612
2351	0.3194022	0.8972487
2352	0.91880584	0.51685375
2353	0.77988005	0.45527634
2354	0.38841462	0.69938856
2355	0.7092235	0.49916157
2356	0.13409588	0.76692903
2357	0.5401477	0.83752966
2358	0.8435882	0.83464783
2359	0.897817	0.90865713
2360	0.07679331	0.7542459
2361	0.49494356	0.43999913
2362	0.59962046	0.8435855
2363	0.68899006	0.625092
2364	-0.2613087	0.93926984
2365	-0.3210514	0.74023044
2366	0.5429399	0.6384983
2367	0.81520367	0.64929414
2368	0.6875815	0.8030027
2369	-0.013881765	0.3782405
2370	0.8375701	0.6632347
2371	0.88215244	0.25661147
2372	0.010601905	0.30216303
2373	0.36056754	0.937867
2374	0.5722011	0.6436156
2375	0.14589433	0.88488936
2376	0.66812664	0.6780869
2377	-0.44820395	0.6788485
2378	0.77003026	0.3842827
2379	0.49229944	0.9071912
2380	0.29093498	0.62111264
2381	0.816173	0.9307496
2382	0.6835298	0.7581201
2383	0.026699197	0.6887572
2384	0.8479572	0.5875128
2385	0.45196477	0.56255054
2386	-0.6139739	0.66331506
2387	0.7496917	0.74741125
2388	0.60217124	0.6456285
2389	0.6444339	0.81239825
2390	0.4970617	0.6155266
2391	-0.06468399	0.44584164
2392	0.38298896	0.763253
2393	0.86736417	0.47738445
2394	0.7073828	0.71839017
2395	0.3493756	0.58454424
2396	0.7466808	0.80168605
2397	0.5188252	0.673653
2398	0.35893577	0.7979553
2399	-0.01440041	0.6454524
2400	0.9659679	0.9464712
2401	0.16059777	0.68788
2402	0.6184105	0.6498497
2403	0.09572816	0.49468213
2404	0.41858354	0.6574861
2405	0.5174377	0.5728694
2406	0.965611	-0.0206671
2407	0.801472	0.5387507
2408	0.7370239	0.9326424
2409	0.6309878	0.9199167
2410	0.15313232	0.7823324
2411	0.71548754	0.7504763
2412	0.12713207	0.81846595
2413	0.84211075	0.77897173
2414	0.7096605	0.7708041
2415	0.48256218	0.72920644
2416	0.94035596	0.65698147
2417	0.13620691	0.61200494
2418	0.8427509	0.40445513
2419	0.21324949	0.6860533
2420	0.82431597	0.9418661
2421	0.2619676	0.94851047
2422	0.3167018	0.7675951
2423	0.863808	0.5724217
2424	0.7678888	0.65640974
2425	0.36890027	0.53594625
2426	0.65600514	0.63896245
2427	0.91649127	0.8492818
2428	0.7605663	0.4133765
2429	0.45644364	0.80602586
2430	0.6914831	0.26278788
2431	0.88848233	0.77570367
2432	0.9832998	0.6215737
2433	0.9610582	0.7127079
2434	0.75195324	0.11802269
2435	0.72446233	0.43060583
2436	0.12302253	0.5721451
2437	0.7070649	0.8840612
2438	-0.25497258	0.73117065
2439	0.46806872	0.1843167
2440	0.06584069	0.7496335
2441	0.73643464	0.49634567
2442	0.22516385	0.74169487
2443	0.47396076	0.62150884
2444	0.6656874	0.82220757
2445	0.61558133	0.7991376
2446	0.25351968	0.3378338
2447	-0.45372286	0.78421897
2448	0.6900752	0.6756998
2449	0.023391735	0.8770475
2450	0.8366674	0.6699316
2451	0.9072877	0.72687167
2452	-0.6122788	0.80805814
2453	-0.30681166	0.62272877
2454	0.17728373	0.18227787
2455	0.6724725	0.70765215
2456	0.5443022	0.75332236
2457	0.7424094	0.41559732
2458	-0.13115847	0.7645875
2459	0.75799173	0.492552
2460	0.36524457	0.801936
2461	0.7083521	0.43667316
2462	0.7913361	0.7895351
2463	0.6776619	0.7319212
2464	0.5567571	0.7063375
2465	0.68480957	0.7436538
2466	0.4442652	0.5439401
2467	0.37676328	-0.089084394
2468	0.5466347	0.74997294
2469	0.7482911	0.36824852
2470	0.13605595	0.34732473
2471	0.87611675	0.5456579
2472	0.60991	0.39629585
2473	0.26963452	0.74114347
2474	0.44211575	0.68646747
2475	0.4473203	0.6635876
2476	-0.41443115	0.7728662
2477	0.36282188	0.678866
2478	0.6058434	0.75951993
2479	0.12837775	0.40587944
2480	0.91695255	0.9337105
2481	0.7108909	0.51663876
2482	0.3806138	0.5755163
2483	0.5721313	0.32529786
2484	0.60155135	0.76010364
2485	0.51116997	0.72410035
2486	0.34340858	0.82386476
2487	0.44002548	0.7219536
2488	0.83519226	0.34946352
2489	0.71618754	0.32454637
2490	0.8580955	0.7767872
2491	0.54256296	0.7202895
2492	0.5845083	0.76156455
2493	0.2978452	0.68438387
2494	0.9484328	0.7628224
2495	-0.09587709	0.5297573
2496	0.4211907	0.50779283
2497	0.5617387	0.9106988
2498	0.106430806	0.693064
2499	0.4970926	0.896379
2500	0.88010824	0.57842153
2501	0.070860684	0.093869574
2502	0.26119724	0.644109
2503	-0.040949665	0.78061944
2504	0.7108123	0.8353448
2505	0.75261474	0.72059685
2506	0.60300756	0.58799446
2507	0.33495754	0.7906877
2508	0.6280118	0.64612055
2509	-0.42694306	0.518121
2510	0.64312303	0.6898689
2511	0.49262774	0.7103199
2512	0.13434671	0.84204113
2513	-0.4650334	0.19835731
2514	0.3717966	0.73993134
2515	0.7846132	0.9261155
2516	0.404565	0.8594703
2517	0.009355151	0.65953857
2518	0.43121	0.9241852
2519	0.43670958	0.75881743
2520	0.4298336	0.6550613
2521	0.74251854	0.41576156
2522	0.5656145	0.758289
2523	0.8582851	0.91257966
2524	0.7893907	0.7332618
2525	0.7829599	0.81727904
2526	0.32667345	0.53897536
2527	0.27643722	0.7195606
2528	0.093488775	0.697594
2529	0.3780661	0.5398365
2530	0.84470195	0.87166446
2531	0.09563842	0.77442557
2532	0.9241704	0.6870618
2533	0.3212216	0.6894152
2534	-0.31459916	0.8315471
2535	0.8814532	0.68575126
2536	0.49132377	0.898036
2537	0.28512624	0.722513
2538	0.19249046	0.7523516
2539	-0.6658473	0.56312233
2540	0.05608315	0.6387868
2541	0.96235955	0.4580959
2542	0.40618291	0.7663459
2543	0.56862676	0.7967349
2544	0.46674612	0.038523767
2545	0.019194072	0.26003003
2546	-0.07369763	0.23669823
2547	0.9389057	0.89685744
2548	0.48717573	0.49600872
2549	0.025987815	0.7134871
2550	0.6961239	0.29739866
2551	-0.71699864	0.88359284
2552	0.831977	0.4683497
2553	-0.055429302	0.6966907
2554	0.70411056	0.365801
2555	0.20004512	0.3277679
2556	0.63465875	0.60018355
2557	0.029549014	0.027652996
2558	0.5131965	0.60650826
2559	0.8896256	0.89500415
2560	0.65452623	0.68480307
2561	0.48088467	0.8553363
2562	0.06213877	0.80571073
2563	0.78083193	0.7445905
2564	0.684478	0.92217743
2565	0.34862673	0.74391
2566	0.33347633	0.4926444
2567	-0.030407477	0.8700494
2568	0.8458662	0.68499935
2569	0.74296945	0.637311
2570	0.44616222	0.8094813
2571	0.2181462	0.83036816
2572	-0.13650745	0.5539582
2573	0.56601405	0.6539484
2574	0.2625954	0.6275667
2575	0.87770647	0.499287
2576	0.2643163	0.76380277
2577	0.023413457	0.8945085
2578	-0.30436003	0.82835895
2579	-0.11995333	0.66588587
2580	0.7003069	0.18895315
2581	0.5676329	0.44343713
2582	0.44693068	0.5354265
2583	-0.6446191	0.48346713
2584	0.29634675	0.74914634
2585	0.19244838	0.42007458
2586	0.67831373	0.6770986
2587	0.5824217	0.8750258
2588	0.85552883	0.94288796
2589	0.8939235	0.87516373
2590	0.036358718	0.2984403
2591	0.0035306143	0.71571577
2592	0.66681576	0.8596046
2593	0.60790056	-0.018883325
2594	0.61126834	0.6444241
2595	0.6789583	0.19024122
2596	0.36002946	0.91498476
2597	0.96879053	0.84704494
2598	0.5104658	0.30745292
2599	0.3123491	0.8145819
2600	0.43508583	0.9076445
2601	0.8749474	0.5012817
2602	-0.026260542	0.77810484
2603	0.43489602	0.5132384
2604	0.7426134	0.49190003
2605	0.57628196	0.9526035
2606	0.5408871	0.4634973
2607	0.76170826	0.86969054
2608	-0.41328502	0.48641205
2609	0.305426	0.5707332
2610	0.94056714	0.79292697
2611	0.7377273	0.6591817
2612	0.71288794	0.74761677
2613	0.9069725	0.27293313
2614	0.7732356	0.764958
2615	0.18561585	0.76567954
2616	0.78986794	0.8637542
2617	-0.21563515	0.7729299
2618	0.5844306	0.82786024
2619	0.04617397	0.47969818
2620	0.39387533	0.66201
2621	0.1662775	0.63487357
2622	0.51126254	0.8592369
2623	0.80107564	0.552498
2624	0.8905892	0.8598849
2625	0.53107476	0.71357745
2626	0.09480001	0.8306099
2627	0.78386635	0.8178234
2628	0.9109571	0.87127256
2629	0.09348712	0.6906417
2630	0.5190012	0.44146672
2631	0.5430555	0.68319833
2632	0.6403197	0.652834
2633	0.57768446	0.8082272
2634	-0.14200246	0.8989194
2635	0.60932064	0.83893424
2636	0.54826134	0.95516944
2637	0.7648132	0.30742344
2638	0.602244	0.6008943
2639	0.66202885	0.88982946
2640	0.84936726	0.8996083
2641	-0.040717416	0.57736224
2642	0.2876689	0.89846945
2643	0.875182	0.8881308
2644	0.62483823	0.5427418
2645	0.63787025	0.7784793
2646	0.3074717	0.6214653
2647	0.08675699	0.71423775
2648	0.75347894	0.77707607
2649	-0.12741096	0.7132017
2650	0.7423334	0.75517136
2651	0.6054419	0.70070183
2652	0.07502584	0.7144477
2653	0.96643496	0.84231216
2654	0.74618495	0.752801
2655	0.42442128	0.8564753
2656	0.9254652	0.47587988
2657	0.1784938	0.5711589
2658	-0.13607499	0.3864362
2659	0.822016	0.9265269
2660	0.55167043	-0.09290676
2661	0.31436887	0.33662525
2662	0.38785267	0.6533102
2663	0.89113	0.87755877
2664	0.34478977	0.38250837
2665	0.40383637	0.77675325
2666	0.3505045	0.85166943
2667	-0.029870145	0.531491
2668	0.37341532	0.51792306
2669	0.59590435	0.7947681
2670	0.9838801	0.8239429
2671	0.07935138	0.95047355
2672	0.13439997	0.78752947
2673	0.22140813	0.78919274
2674	0.74139965	0.5825195
2675	0.35770074	0.75785387
2676	0.4807396	0.29186434
2677	0.8694173	0.69429946
2678	-0.267641	0.6042246
2679	0.5115901	0.64768255
2680	0.4011742	0.88123536
2681	0.16191477	0.94527495
2682	0.27887073	0.64306515
2683	0.55077296	0.7945362
2684	0.543173	0.9882926
2685	0.89251107	0.5695421
2686	-0.26348922	0.7046528
2687	0.57332826	0.85207206
2688	0.43078017	0.5504687
2689	0.5966757	0.50990504
2690	0.8583888	-0.20140019
2691	0.30795553	0.30353174
2692	0.5483881	0.65014696
2693	0.7644632	0.84923935
2694	0.53225726	-0.0068838103
2695	0.51600295	0.8571186
2696	0.8751748	0.6746553
2697	0.56140983	0.8515102
2698	0.7530396	0.7615484
2699	0.30054855	0.5093737
2700	0.6498443	0.6291608
2701	0.35592222	0.3973485
2702	0.69072044	0.38311654
2703	0.71111816	0.55805933
2704	0.791064	0.60193795
2705	-0.2681205	0.4487361
2706	0.3690037	0.7937043
2707	0.69822633	0.51511776
2708	0.31492952	0.38276264
2709	0.7765824	0.89274985
2710	0.7836005	0.81970996
2711	0.39209086	0.6507774
2712	0.8322954	0.38129267
2713	0.8559474	0.9257368
2714	0.38074473	0.75726897
2715	0.6136592	-0.02907325
2716	0.58048576	0.80983716
2717	0.828331	0.6780479
2718	0.50246817	0.6477667
2719	0.90786064	0.88191
2720	0.8132189	0.46690565
2721	0.31191126	0.582226
2722	0.55730844	0.95863396
2723	0.7570425	0.58322585
2724	0.89753133	0.79301596
2725	0.15758263	0.8958599
2726	-0.041221965	0.77539396
2727	0.8288897	0.8496626
2728	0.7443945	0.12317241
2729	0.34384045	0.8066586
2730	-0.09295848	0.7487312
2731	0.7668055	0.96204275
2732	0.31916174	0.6460727
2733	-0.08217196	0.8186851
2734	0.5026127	0.86885005
2735	0.8064368	0.6900772
2736	0.91356874	0.9687626
2737	0.8130216	0.6395217
2738	0.018817808	0.617731
2739	0.44083682	0.5959376
2740	0.82927215	0.93419695
2741	0.8075364	0.61541253
2742	-0.19551915	0.49845576
2743	0.89280075	0.804752
2744	0.7357769	0.9243615
2745	0.5385014	0.7869142
2746	0.5323148	0.7107307
2747	0.65178305	0.3902778
2748	0.49579665	0.22878262
2749	0.39283702	0.72506404
2750	0.67059827	0.7129791
2751	0.44576648	0.9420803
2752	0.3710062	0.7757388
2753	0.018596759	0.607583
2754	0.18124193	0.9474524
2755	0.7222725	0.44218022
2756	0.80026513	0.32375374
2757	0.03961795	0.021413893
2758	-0.21617731	0.47156838
2759	0.8991357	0.4751603
2760	0.40235686	0.41139597
2761	0.8255288	0.81518066
2762	0.6396482	0.45271963
2763	0.6392518	0.714511
2764	0.3553308	0.5514809
2765	0.19398981	0.68565655
2766	0.18982503	0.77269167
2767	-0.31514004	0.85932565
2768	0.69418687	0.6650544
2769	0.9401113	0.60656095
2770	0.8546531	0.3725353
2771	0.5489856	0.7816317
2772	0.37108126	0.6424569
2773	0.4857961	0.42622486
2774	0.6753446	0.7242194
2775	0.10926975	0.43470132
2776	0.7233997	0.67379916
2777	0.7145385	0.4620788
2778	-0.15674557	0.87888354
2779	0.9393279	0.36205295
2780	0.55051756	0.95746505
2781	0.3433264	0.7323682
2782	0.6575462	0.7931655
2783	0.38481602	0.38141936
2784	0.82667047	0.5515307
2785	0.5925164	0.9075732
2786	0.06077714	0.30414316
2787	0.9105699	0.09767461
2788	0.35737115	0.65377504
2789	0.7476913	0.91401565
2790	-0.20551533	0.71504205
2791	0.3089319	0.07867544
2792	0.45737422	0.4396507
2793	0.15239452	0.77290976
2794	0.025737096	0.7004813
2795	0.07864884	0.76380473
2796	0.7489503	0.86899984
2797	0.77462804	0.8516446
2798	0.41004413	0.8640128
2799	0.2986147	0.7665352
2800	0.91473037	0.38788036
2801	0.8562044	0.7072544
2802	-0.576851	0.57253253
2803	0.70697784	0.85041547
2804	0.5313573	0.86753386
2805	0.527977	0.8366551
2806	0.6420178	0.66440475
2807	0.5415165	0.7689764
2808	0.6482355	0.73111206
2809	0.95799786	0.14843069
2810	0.78930116	0.9130073
2811	0.71128994	0.5183571
2812	0.4244028	0.653905
2813	0.6521038	0.7346705
2814	0.013430633	0.6676322
2815	0.86181056	0.7613261
2816	0.7966124	0.78463393
2817	0.65534747	0.8816026
2818	0.8083651	0.6626676
2819	0.748653	0.8097999
2820	0.8672686	0.62591577
2821	0.34926662	-0.025525915
2822	0.92542624	0.86466074
2823	0.6239763	0.36838844
2824	-0.14522335	0.6718276
2825	0.634863	0.701992
2826	0.7466077	0.59123534
2827	0.5950494	0.84666765
2828	0.13640386	0.43432978
2829	-0.48606044	0.8025809
2830	0.10238957	-0.030383538
2831	0.5807155	0.548235
2832	0.43242562	0.72908115
2833	0.47491708	0.7485544
2834	0.5854021	0.25433356
2835	0.5536337	0.5085162
2836	0.76943445	0.7287948
2837	0.20270786	0.6553988
2838	-0.32819706	0.2249842
2839	0.8062824	0.97109437
2840	0.39310113	0.5818446
2841	0.542441	0.6908647
2842	0.82358634	0.7964795
2843	0.41822535	0.64808613
2844	0.6458588	0.85301626
2845	0.8603505	0.37937132
2846	0.68546665	0.8652673
