epoch	Loss	Cross-Entropy	Sum of Squared Errors	KLD
164	0.9336233337720236	0.0	0.9336233337720236	2.1001599985008092e-08
165	0.9334963281949361	0.0	0.9334963281949361	2.1027609638698172e-08
166	0.9268845597902934	0.0	0.9268845597902934	2.1086376141473314e-08
167	0.9295734286308288	0.0	0.9295734286308288	2.1118576990867648e-08
168	0.9317352533340454	0.0	0.9317352533340454	2.113609790891739e-08
169	0.919864813486735	0.0	0.919864813486735	2.1252000218889103e-08
170	0.9226325074831645	0.0	0.9226325074831645	2.1304662093749963e-08
171	0.9317238807678223	0.0	0.9317238807678223	2.128726587595035e-08
172	0.9181974132855734	0.0	0.9181974132855734	2.1407345821936968e-08
173	0.926218048731486	0.0	0.926218048731486	2.1329196897568182e-08
174	0.9184568643569946	0.0	0.9184568643569946	2.142024086992933e-08
175	0.921684714158376	0.0	0.921684714158376	2.1405965474248965e-08
176	0.9073658227920532	0.0	0.9073658227920532	2.1515540519582525e-08
177	0.9156223654747009	0.0	0.9156223654747009	2.14792725235687e-08
178	0.913331127166748	0.0	0.913331127166748	2.1561007912396236e-08
179	0.9038056492805481	0.0	0.9038056492805481	2.158737994288155e-08
180	0.9075671156247457	0.0	0.9075671156247457	2.1673998418236807e-08
181	0.9015481034914653	0.0	0.9015481034914653	2.168803507155796e-08
182	0.9045913894971211	0.0	0.9045913894971211	2.1728839053973085e-08
183	0.8980597098668416	0.0	0.8980597098668416	2.174597225253668e-08
184	0.8885698517163595	0.0	0.8885698517163595	2.181137735609203e-08
185	0.9024392286936442	0.0	0.9024392286936442	2.1778207681677486e-08
186	0.8958401838938396	0.0	0.8958401838938396	2.1858234215225518e-08
187	0.896461284160614	0.0	0.896461284160614	2.1847853304279852e-08
188	0.8991915861765544	0.0	0.8991915861765544	2.1894013594684718e-08
189	0.8875680009524027	0.0	0.8875680009524027	2.1960802835489328e-08
190	0.8882031122843425	0.0	0.8882031122843425	2.1978446795856143e-08
191	0.8940902829170227	0.0	0.8940902829170227	2.1949481402809094e-08
192	0.8842561443646749	0.0	0.8842561443646749	2.198857285880725e-08
193	0.8804815371831258	0.0	0.8804815371831258	2.2050134163009716e-08
194	0.8749396880467732	0.0	0.8749396880467732	2.2139519018082864e-08
195	0.881495189666748	0.0	0.881495189666748	2.2206639608649916e-08
196	0.8723731756210327	0.0	0.8723731756210327	2.2213927763914398e-08
197	0.8723364194234212	0.0	0.8723364194234212	2.2218119018665068e-08
198	0.8728435834248861	0.0	0.8728435834248861	2.2208341003230695e-08
199	0.8781671365102132	0.0	0.8781671365102132	2.2221713062246334e-08
200	0.8754797061284383	0.0	0.8754797061284383	2.228819558543667e-08
201	0.8630542516708374	0.0	0.8630542516708374	2.2357696020473365e-08
202	0.8590079625447591	0.0	0.8590079625447591	2.243093509453805e-08
203	0.8662261605262757	0.0	0.8662261605262757	2.2427392565305126e-08
204	0.8592933932940165	0.0	0.8592933932940165	2.2438758406906345e-08
205	0.8591421882311503	0.0	0.8591421882311503	2.2473037475378988e-08
206	0.8599298516909282	0.0	0.8599298516909282	2.2486090500706268e-08
207	0.8549337228139241	0.0	0.8549337228139241	2.25581754165205e-08
208	0.8576889872550965	0.0	0.8576889872550965	2.2544379045067822e-08
209	0.8539379715919495	0.0	0.8539379715919495	2.2662038290377496e-08
210	0.8562003254890442	0.0	0.8562003254890442	2.268363251308377e-08
211	0.8524013082186381	0.0	0.8524013082186381	2.2714962237084062e-08
212	0.8529067953427633	0.0	0.8529067953427633	2.2711415326170935e-08
213	0.8525509158770244	0.0	0.8525509158770244	2.2756630121042085e-08
214	0.847363539536794	0.0	0.847363539536794	2.2759376131868216e-08
215	0.8459433356920878	0.0	0.8459433356920878	2.2812735404424227e-08
216	0.8447862505912781	0.0	0.8447862505912781	2.288522852704015e-08
217	0.8469967484474182	0.0	0.8469967484474182	2.2816462437920867e-08
218	0.8372778177261353	0.0	0.8372778177261353	2.291545252811981e-08
219	0.8425049622853596	0.0	0.8425049622853596	2.296244344298278e-08
220	0.8327108343442281	0.0	0.8327108343442281	2.2930481099100084e-08
221	0.8348479350407918	0.0	0.8348479350407918	2.297911159132582e-08
222	0.8389830946922302	0.0	0.8389830946922302	2.296433692094979e-08
223	0.8400559981664022	0.0	0.8400559981664022	2.3034383526502703e-08
224	0.8406715472539266	0.0	0.8406715472539266	2.3092074149152116e-08
225	0.8411788423856099	0.0	0.8411788423856099	2.3060323428580887e-08
226	0.8399478117624919	0.0	0.8399478117624919	2.3112722402629515e-08
227	0.8323635856310526	0.0	0.8323635856310526	2.3126216674995703e-08
228	0.8351800759633382	0.0	0.8351800759633382	2.316954118934215e-08
229	0.8224140644073487	0.0	0.8224140644073487	2.3283646063039972e-08
230	0.8298808256785075	0.0	0.8298808256785075	2.321877256387476e-08
231	0.8202085137367249	0.0	0.8202085137367249	2.3285448473113016e-08
232	0.8218855539957682	0.0	0.8218855539957682	2.331962356549866e-08
233	0.8245457609494528	0.0	0.8245457609494528	2.330297862821832e-08
234	0.8254666328430176	0.0	0.8254666328430176	2.3326298522382178e-08
235	0.8183848182360332	0.0	0.8183848182360332	2.336615345654991e-08
236	0.8256038467089335	0.0	0.8256038467089335	2.336797173541072e-08
237	0.8181340336799622	0.0	0.8181340336799622	2.341553061076714e-08
238	0.8205266078313191	0.0	0.8205266078313191	2.344500854197425e-08
239	0.8213716785113017	0.0	0.8213716785113017	2.3450730424201537e-08
240	0.8198306798934937	0.0	0.8198306798934937	2.3497903593276228e-08
241	0.8190309842427571	0.0	0.8190309842427571	2.349344777978028e-08
242	0.8080654263496398	0.0	0.8080654263496398	2.3578095328010324e-08
243	0.8188536842664083	0.0	0.8188536842664083	2.3546413885355832e-08
244	0.802700944741567	0.0	0.802700944741567	2.3596933355444586e-08
245	0.8004478216171265	0.0	0.8004478216171265	2.3648027417758992e-08
246	0.8086147705713908	0.0	0.8086147705713908	2.3639346006613473e-08
247	0.8087105671564738	0.0	0.8087105671564738	2.3670820207636703e-08
248	0.8176611344019572	0.0	0.8176611344019572	2.3711607018602383e-08
249	0.7992810010910034	0.0	0.7992810010910034	2.3743472847096807e-08
250	0.8064552664756774	0.0	0.8064552664756774	2.3770529367084237e-08
251	0.799194351832072	0.0	0.799194351832072	2.379432402221937e-08
252	0.7996758460998535	0.0	0.7996758460998535	2.386332198511809e-08
253	0.7901505947113037	0.0	0.7901505947113037	2.388388509189099e-08
254	0.7983708341916402	0.0	0.7983708341916402	2.388831568111982e-08
255	0.8042511026064555	0.0	0.8042511026064555	2.3876419182518778e-08
256	0.7935699582099914	0.0	0.7935699582099914	2.3856006592382074e-08
257	0.795602003733317	0.0	0.795602003733317	2.395472667634143e-08
258	0.7915322502454122	0.0	0.7915322502454122	2.3961255498268958e-08
259	0.7978889624277751	0.0	0.7978889624277751	2.39634340222968e-08
260	0.7873321255048116	0.0	0.7873321255048116	2.4049696160470074e-08
261	0.7888007521629333	0.0	0.7888007521629333	2.407579948737748e-08
262	0.7870143453280131	0.0	0.7870143453280131	2.408211419909397e-08
263	0.78559889793396	0.0	0.78559889793396	2.4066814792907585e-08
264	0.791361661752065	0.0	0.791361661752065	2.4103761949353004e-08
265	0.7861378391583761	0.0	0.7861378391583761	2.4146857905786116e-08
266	0.7838942011197408	0.0	0.7838942011197408	2.4161438005876335e-08
267	0.7795283993085226	0.0	0.7795283993085226	2.416394598488599e-08
268	0.7814444541931153	0.0	0.7814444541931153	2.4176621475173003e-08
269	0.7810418287913005	0.0	0.7810418287913005	2.4178111601713682e-08
270	0.7779695232709248	0.0	0.7779695232709248	2.426724812210068e-08
271	0.7874673247337342	0.0	0.7874673247337342	2.4282871891045942e-08
272	0.7807777921358744	0.0	0.7807777921358744	2.4244269643721358e-08
273	0.7835331161816915	0.0	0.7835331161816915	2.4286097518218715e-08
274	0.7817988912264506	0.0	0.7817988912264506	2.4339172810527997e-08
275	0.7738512476285299	0.0	0.7738512476285299	2.430741143181573e-08
276	0.7732531468073527	0.0	0.7732531468073527	2.4399857423418325e-08
277	0.7705231110254923	0.0	0.7705231110254923	2.4451634198878008e-08
278	0.7729292392730713	0.0	0.7729292392730713	2.4393565212221802e-08
279	0.7719156265258789	0.0	0.7719156265258789	2.445338651568818e-08
280	0.7683511058489482	0.0	0.7683511058489482	2.4467223743348162e-08
281	0.7739609479904175	0.0	0.7739609479904175	2.4486473530297795e-08
282	0.772543466091156	0.0	0.772543466091156	2.4461179748413997e-08
283	0.7635542392730713	0.0	0.7635542392730713	2.4568082442518366e-08
284	0.7574682354927063	0.0	0.7574682354927063	2.4550072789490212e-08
285	0.7743120988210043	0.0	0.7743120988210043	2.4547814803099753e-08
286	0.7676846663157145	0.0	0.7676846663157145	2.4621699997358823e-08
287	0.7607415397961934	0.0	0.7607415397961934	2.460661280660285e-08
288	0.7612767418225607	0.0	0.7612767418225607	2.465125881201402e-08
289	0.7584563970565796	0.0	0.7584563970565796	2.4625472742438128e-08
290	0.7620811382929484	0.0	0.7620811382929484	2.467931755253024e-08
291	0.7596929868062338	0.0	0.7596929868062338	2.4735798120900655e-08
292	0.7617362380027771	0.0	0.7617362380027771	2.4722003999499975e-08
293	0.76194087266922	0.0	0.76194087266922	2.468030295688095e-08
294	0.7506283799807231	0.0	0.7506283799807231	2.4757523320317886e-08
295	0.7485137621561686	0.0	0.7485137621561686	2.480744297391387e-08
296	0.7576202114423116	0.0	0.7576202114423116	2.474127569485063e-08
297	0.7525540947914123	0.0	0.7525540947914123	2.4804398416714928e-08
298	0.7507058421770731	0.0	0.7507058421770731	2.4817847451193605e-08
299	0.7559861580530802	0.0	0.7559861580530802	2.4829858465598893e-08
300	0.7555297414461771	0.0	0.7555297414461771	2.484915301674088e-08
301	0.7548020680745443	0.0	0.7548020680745443	2.4899339360710353e-08
302	0.7546644886334737	0.0	0.7546644886334737	2.4876711535171125e-08
303	0.7395463188489279	0.0	0.7395463188489279	2.4938458527875203e-08
304	0.7505318601926168	0.0	0.7505318601926168	2.4922410801764272e-08
305	0.7459601044654847	0.0	0.7459601044654847	2.4965272279094583e-08
306	0.74250275293986	0.0	0.74250275293986	2.5005331849570212e-08
307	0.7490944067637125	0.0	0.7490944067637125	2.503621310268045e-08
308	0.7512813011805216	0.0	0.7512813011805216	2.5007597415083184e-08
309	0.7368392705917358	0.0	0.7368392705917358	2.512054138037456e-08
310	0.7427051901817322	0.0	0.7427051901817322	2.5038101251576943e-08
311	0.7426003336906433	0.0	0.7426003336906433	2.5118162483295237e-08
312	0.744579569498698	0.0	0.744579569498698	2.5124518051219034e-08
313	0.7396932562192281	0.0	0.7396932562192281	2.5156552041494252e-08
314	0.7453702251116435	0.0	0.7453702251116435	2.5148845731829775e-08
315	0.7399568080902099	0.0	0.7399568080902099	2.5155945474845492e-08
316	0.7350422660509746	0.0	0.7350422660509746	2.5199109288109867e-08
317	0.7405298550923666	0.0	0.7405298550923666	2.5222543224382813e-08
318	0.7332404494285584	0.0	0.7332404494285584	2.525072488879232e-08
319	0.737203323841095	0.0	0.737203323841095	2.5264073973592836e-08
320	0.7367159326871237	0.0	0.7367159326871237	2.5258567267390695e-08
321	0.7395585497220357	0.0	0.7395585497220357	2.5310592140688943e-08
322	0.731439745426178	0.0	0.731439745426178	2.5286657745482445e-08
323	0.7275595903396607	0.0	0.7275595903396607	2.5381430172425705e-08
324	0.7355390707651774	0.0	0.7355390707651774	2.5379814871939743e-08
325	0.7378077348073323	0.0	0.7378077348073323	2.5362994075332306e-08
326	0.734887699286143	0.0	0.734887699286143	2.5348413856818298e-08
327	0.7297252098719279	0.0	0.7297252098719279	2.5440629514150713e-08
328	0.7329953591028849	0.0	0.7329953591028849	2.540135533024568e-08
329	0.7380425413449605	0.0	0.7380425413449605	2.5420665987023008e-08
330	0.7296349406242371	0.0	0.7296349406242371	2.5465231937952618e-08
331	0.7281354069709778	0.0	0.7281354069709778	2.5476007792235578e-08
332	0.7372267166773478	0.0	0.7372267166773478	2.5456302428968534e-08
333	0.7259532411893209	0.0	0.7259532411893209	2.554064622017904e-08
334	0.7253401716550191	0.0	0.7253401716550191	2.55628080481074e-08
335	0.722996445496877	0.0	0.722996445496877	2.5545810563206336e-08
336	0.7241877516110738	0.0	0.7241877516110738	2.5537996251046026e-08
337	0.7232770244280498	0.0	0.7232770244280498	2.563205209564027e-08
338	0.7267392635345459	0.0	0.7267392635345459	2.5636599687572925e-08
339	0.725714902083079	0.0	0.725714902083079	2.5645521617434496e-08
340	0.7214335799217224	0.0	0.7214335799217224	2.5699009498225676e-08
341	0.7164561708768209	0.0	0.7164561708768209	2.5703938651607434e-08
342	0.719459589322408	0.0	0.719459589322408	2.5733331317686254e-08
343	0.714317798614502	0.0	0.714317798614502	2.5752191135097747e-08
344	0.7153252800305684	0.0	0.7153252800305684	2.572856594440509e-08
345	0.7204878012339274	0.0	0.7204878012339274	2.5800815942981595e-08
346	0.7255525946617126	0.0	0.7255525946617126	2.5837656162745286e-08
347	0.7158907731374105	0.0	0.7158907731374105	2.5858264388981902e-08
348	0.7125691413879395	0.0	0.7125691413879395	2.58659151578892e-08
349	0.7097170154253641	0.0	0.7097170154253641	2.586584126144468e-08
350	0.7196569999059041	0.0	0.7196569999059041	2.5942752538791563e-08
351	0.7164548357327779	0.0	0.7164548357327779	2.5906376303434325e-08
352	0.7218840519587199	0.0	0.7218840519587199	2.5950581298654166e-08
353	0.7075959960619609	0.0	0.7075959960619609	2.595566523192853e-08
354	0.7057922760645549	0.0	0.7057922760645549	2.594888985167169e-08
355	0.7222959121068319	0.0	0.7222959121068319	2.5934488926774673e-08
356	0.7090143243471781	0.0	0.7090143243471781	2.599191759600217e-08
357	0.7126166105270386	0.0	0.7126166105270386	2.6001910905885476e-08
358	0.7091622789700825	0.0	0.7091622789700825	2.6054505752881597e-08
359	0.7094363411267598	0.0	0.7094363411267598	2.602580799759835e-08
360	0.7136969606081645	0.0	0.7136969606081645	2.6055217598279038e-08
361	0.7108659108479818	0.0	0.7108659108479818	2.6052122355698278e-08
362	0.7042528827985127	0.0	0.7042528827985127	2.6068199450908953e-08
363	0.7059585650761923	0.0	0.7059585650761923	2.612164777815451e-08
364	0.7080673495928447	0.0	0.7080673495928447	2.608646182030346e-08
365	0.7059959808985392	0.0	0.7059959808985392	2.614876481269827e-08
366	0.7094373106956482	0.0	0.7094373106956482	2.6160559466840518e-08
367	0.7005147258440654	0.0	0.7005147258440654	2.6171576076687112e-08
368	0.6979178984959921	0.0	0.6979178984959921	2.617964357890893e-08
369	0.7022097309430441	0.0	0.7022097309430441	2.620680798296841e-08
370	0.701664392153422	0.0	0.701664392153422	2.621960296285882e-08
371	0.7007686456044515	0.0	0.7007686456044515	2.6246880224789493e-08
372	0.7090954701105754	0.0	0.7090954701105754	2.6242130720296095e-08
373	0.7027420083681742	0.0	0.7027420083681742	2.627179374788587e-08
374	0.7028123140335083	0.0	0.7028123140335083	2.6252569540474725e-08
375	0.7022734006245931	0.0	0.7022734006245931	2.6307965820630366e-08
376	0.6965996066729228	0.0	0.6965996066729228	2.632865848302875e-08
377	0.6987512230873107	0.0	0.6987512230873107	2.632298243080792e-08
378	0.69547545115153	0.0	0.69547545115153	2.6382677494514913e-08
379	0.6984988292058308	0.0	0.6984988292058308	2.6406252591944696e-08
380	0.6966567277908325	0.0	0.6966567277908325	2.6442342597003213e-08
381	0.6947925448417663	0.0	0.6947925448417663	2.644247096839081e-08
382	0.7020097573598226	0.0	0.7020097573598226	2.645228581362365e-08
383	0.6956085801124573	0.0	0.6956085801124573	2.6502579567970012e-08
384	0.6910090446472168	0.0	0.6910090446472168	2.6518174204663107e-08
385	0.6970398863156636	0.0	0.6970398863156636	2.6514711611487957e-08
386	0.6931166609128316	0.0	0.6931166609128316	2.651519395158175e-08
387	0.6929770310719808	0.0	0.6929770310719808	2.6563701875185566e-08
388	0.6946087519327799	0.0	0.6946087519327799	2.654162377287624e-08
389	0.6904773314793905	0.0	0.6904773314793905	2.657645173561226e-08
390	0.6969938516616822	0.0	0.6969938516616822	2.659837801862371e-08
391	0.6899751702944438	0.0	0.6899751702944438	2.6636807959334875e-08
392	0.6931575139363607	0.0	0.6931575139363607	2.660075928417882e-08
393	0.701748271783193	0.0	0.701748271783193	2.6614481877610768e-08
394	0.6897663434346517	0.0	0.6897663434346517	2.669255441863546e-08
395	0.6919377883275349	0.0	0.6919377883275349	2.664141713163796e-08
396	0.6960439682006836	0.0	0.6960439682006836	2.66649916369488e-08
397	0.6891499876976013	0.0	0.6891499876976013	2.671204069789231e-08
